id,celltype_id,celltype_name,type
2748,1685,Excitatory neurons-5-11,1
2749,2328,Inhibitory neurons-15-14,1
2750,1313,Notochord cells-30-16,1
2751,3183,Oligodendrocyte Progenitors-11-15,1
2752,1285,Radial glia-7-19,1
2753,2764,Hepatocytes-29-11,1
2754,2295,Postmitotic premature neurons-10-15,1
2755,1256,Postmitotic premature neurons-10-12,1
2756,3041,Limb mesenchyme-25-3,1
2757,2127,Cholinergic neurons-33-8,1
2758,3212,Neural progenitor cells-9-21,1
2759,980,Ependymal cell-32-9,1
2760,3048,Sensory neurons-24-3,1
2761,767,Premature oligodendrocyte-19-7,1
2762,2247,Premature oligodendrocyte-19-3,1
2763,1831,Endothelial cells-20-8,1
2764,3190,Early mesenchyme-8-18,1
2765,1716,Definitive erythroid lineage-22-1,1
2766,2286,Limb mesenchyme-25-11,1
2767,1086,Excitatory neurons-5-19,1
2768,1968,Chondrocytes & osteoblasts-2-6,1
2769,1451,Intermediate Mesoderm-3-3,1
2770,2640,Connective tissue progenitors-1-2,1
2771,3089,Radial glia-7-7,1
2772,718,Excitatory neurons-5-22,1
2773,925,Schwann cell precursor-23-8,1
2774,1871,Intermediate Mesoderm-3-11,1
2775,866,Jaw and tooth progenitors-4-2,1
2776,2387,Connective tissue progenitors-1-8,1
2777,2299,Oligodendrocyte Progenitors-11-7,1
2778,1175,Intermediate Mesoderm-3-21,1
2779,773,Chondrocytes & osteoblasts-2-4,1
2780,555,Chondrocytes & osteoblasts-2-17,1
2781,433,Cardiac muscle lineages-34-6,1
2782,329,Neural progenitor cells-9-26,1
2783,337,Sensory neurons-24-6,1
2784,2829,Notochord cells-30-18,1
2785,1136,Oligodendrocyte Progenitors-11-2,1
2786,3049,Cholinergic neurons-33-15,1
2787,2971,Connective tissue progenitors-1-6,1
2788,3307,Definitive erythroid lineage-22-20,1
2789,1042,Excitatory neurons-5-10,1
2790,3417,Neural Tube-14-1,1
2791,3071,Early mesenchyme-8-1,1
2792,896,Excitatory neurons-5-20,1
2793,644,Stromal cells-16-4,1
2794,1811,Connective tissue progenitors-1-5,1
2795,2981,Definitive erythroid lineage-22-3,1
2796,1411,Radial glia-7-8,1
2797,3242,Definitive erythroid lineage-22-11,1
2798,674,Myocytes-13-18,1
2799,2354,Sensory neurons-24-10,1
2800,3267,Limb mesenchyme-25-1,1
2801,2778,Cholinergic neurons-33-5,1
2802,2578,Endothelial cells-20-1,1
2803,2231,Granule neurons-28-5,1
2804,2264,Chondroctye progenitors-21-12,1
2805,1556,Cholinergic neurons-33-4,1
2806,2771,Excitatory neurons-5-18,1
2807,2773,Limb mesenchyme-25-6,1
2808,843,Inhibitory neurons-15-19,1
2809,3213,Inhibitory neurons-15-21,1
2810,1316,Excitatory neurons-5-27,1
2811,1510,Neural progenitor cells-9-23,1
2812,2438,Limb mesenchyme-25-5,1
2813,2043,Isthmic organizer cells-12-7,1
2814,459,Definitive erythroid lineage-22-10,1
2815,2155,Early mesenchyme-8-3,1
2816,1479,Radial glia-7-9,1
2817,1307,Granule neurons-28-9,1
2818,455,Chondrocytes & osteoblasts-2-13,1
2819,2134,Jaw and tooth progenitors-4-15,1
2820,651,Schwann cell precursor-23-12,1
2821,3184,Premature oligodendrocyte-19-13,1
2822,1942,Definitive erythroid lineage-22-16,1
2823,326,Neural Tube-14-9,1
2824,1009,Ependymal cell-32-15,1
2825,811,Chondrocytes & osteoblasts-2-11,1
2826,878,Myocytes-13-20,1
2827,1264,Jaw and tooth progenitors-4-9,1
2828,2234,Inhibitory interneurons-27-13,1
2829,561,Inhibitory interneurons-27-17,1
2830,2554,Neural Tube-14-4,1
2831,1238,Radial glia-7-6,1
2832,2815,Cardiac muscle lineages-34-10,1
2833,2861,Cholinergic neurons-33-6,1
2834,987,Epithelial cells-6-8,1
2835,1444,Schwann cell precursor-23-3,1
2836,1162,Inhibitory neurons-15-5,1
2837,3308,Osteoblasts-17-3,1
2838,2549,Neural progenitor cells-9-8,1
2839,3437,Inhibitory neuron progenitors-18-4,1
2840,844,Postmitotic premature neurons-10-9,1
2841,3163,Isthmic organizer cells-12-9,1
2842,1072,Postmitotic premature neurons-10-23,1
2843,1209,Myocytes-13-2,1
2844,2242,Excitatory neurons-5-7,1
2845,1660,Radial glia-7-16,1
2846,3185,Chondrocytes & osteoblasts-2-10,1
2847,891,Postmitotic premature neurons-10-2,1
2848,1171,Jaw and tooth progenitors-4-16,1
2849,1770,Excitatory neurons-5-21,1
2850,3389,Myocytes-13-1,1
2851,1501,Postmitotic premature neurons-10-10,1
2852,1151,Radial glia-7-11,1
2853,1503,Chondroctye progenitors-21-3,1
2854,2405,Excitatory neurons-5-16,1
2855,2018,Radial glia-7-4,1
2856,2302,Chondrocytes & osteoblasts-2-9,1
2857,3053,Chondrocytes & osteoblasts-2-8,1
2858,2744,Intermediate Mesoderm-3-18,1
2859,2572,Excitatory neurons-5-24,1
2860,1073,Myocytes-13-3,1
2861,856,Intermediate Mesoderm-3-5,1
2862,2131,Chondrocytes & osteoblasts-2-1,1
2863,656,Epithelial cells-6-12,1
2864,2736,Endothelial cells-20-4,1
2865,2827,Vascular cells,1
2866,1344,Vascular endothelial cells,1
2867,966,Immune cells,1
2868,3422,Microglia,1
2869,668,Vascular and leptomeningeal cells,1
2870,3266,Vascular smooth muscle cells,1
2871,1272,Glia,1
2872,2350,CNS glia,1
2873,1878,Astroependymal cells,1
2874,469,Ependymal cells,1
2875,2653,Astrocytes,1
2876,2700,Choroid epithelial cells,1
2877,2891,Neurons,1
2878,563,PNS neurons,1
2879,3457,Peripheral sensory neurons,1
2880,880,Peripheral sensory non-peptidergic neurons,1
2881,1862,Peripheral sensory neurofilament neurons,1
2882,2587,Peripheral sensory peptidergic neurons,1
2883,2952,Sympathetic neurons,1
2884,283,Sympathetic cholinergic neurons,1
2885,2588,Sympathetic noradrenergic neurons,1
2886,1781,Perivascular macrophages,1
2887,2063,Neural crest-like glia,1
2888,2610,Satellite glia,1
2889,1394,Schwann cells,1
2890,2075,CNS neurons,1
2891,3268,Immature neural,1
2892,1099,Non-glutamatergic neuroblasts,1
2893,2884,Di- and mesencephalon neurons,1
2894,3159,Di- and mesencephalon excitatory neurons,1
2895,760,Hindbrain neurons,1
2896,1904,Glutamatergic neuroblasts,1
2897,3098,"Cholinergic, monoaminergic and peptidergic neurons",1
2898,2126,Peptidergic neurons,1
2899,493,Telencephalon interneurons,1
2900,787,Telencephalon inhibitory interneurons,1
2901,1494,Olfactory inhibitory neurons,1
2902,1990,Cholinergic and monoaminergic neurons,1
2903,1816,Subventricular zone radial glia-like cells,1
2904,2621,Dentate gyrus radial glia-like cells,1
2905,2737,Olfactory ensheathing cells,1
2906,1061,Spinal cord neurons,1
2907,2536,Spinal cord excitatory neurons,1
2908,1646,Telencephalon projecting neurons,1
2909,3029,Telencephalon projecting inhibitory neurons,1
2910,921,Oligodendrocytes,1
2911,1907,Enteric glia,1
2912,1461,Enteric neurons,1
2913,1891,Telencephalon projecting excitatory neurons,1
2914,2510,Cerebellum neurons,1
2915,2881,Di- and mesencephalon inhibitory neurons,1
2916,724,Spinal cord inhibitory neurons,1
2917,2083,Oligodendrocyte precursor cells,1
2918,1031,Dentate gyrus granule neurons,1
2919,1150,Subcommissural organ hypendymal cells,1
2920,1362,Diencephalic roof plate,1
2921,266,glioblast,1
2922,266,CL:0000030,3
2923,266,Glioblast,2
2924,671,Midbrain,1
2925,1497,Neuroblast,1
2926,1956,Midbrain GABAergic,1
2927,881,Forebrain glutamatergic,1
2928,2673,Committed oligodendrocyte precursor,1
2929,2992,Forebrain GABAergic,1
2930,733,Cajal-Retzius,1
2931,3401,Forebrain,1
2932,2525,PreOPC,1
2933,3433,Mixed region,1
2934,2209,Mixed region astrocytes,1
2935,474,Spinal cord,1
2936,177,oligodendrocyte precursor cell,1
2937,177,CL:0002453,3
2938,177,Oligodendrocyte precursor cell,2
2939,3057,Undefined,1
2940,270,motor neuron,1
2941,270,CL:0000100,3
2942,270,Motor neuron,2
2943,271,sensory neuron,1
2944,271,CL:0000101,3
2945,271,Sensory neuron,2
2946,2718,Midbrain glutamatergic,1
2947,1876,Hindbrain glutamatergic,1
2948,1920,Hindbrain glycinergic,1
2949,2210,Hindbrain,1
2950,2358,Hindbrain GABAergic,1
2951,550,Spinal cord glutamatergic,1
2952,416,Mixed region glutamatergic,1
2953,3228,Hypothalamus,1
2954,1807,Ependymal-like,1
2955,2631,Ependymal,1
2956,2585,Late isthmic organizer,1
2957,1399,Bergmann glia,1
2958,1638,Choroid plexus,1
2959,201,olfactory ensheathing cell,1
2960,201,CL:0011028,3
2961,201,Olfactory ensheathing cell,2
2962,412,Subcommissural organ,1
2963,2489,Subcommissural organ hypendymal cell,1
2964,2589,Pineal gland,1
2965,805,Dorsal hindbrain and spinal cord,1
2966,3133,Diencephalon,1
2967,2200,Dorsal hindbrain,1
2968,3461,Cortical hem,1
2969,742,Mixed region and neurotransmitter,1
2970,3473,Midbrain dopaminergic,1
2971,1221,Dorsal midbrain glutamatergic,1
2972,2170,Cerebellum glutamatergic,1
2973,495,Diencephalon glutamatergic,1
2974,664,Pituitary neuroendocrine,1
2975,2911,Epithalamus glutamatergic,1
2976,1232,Mixed region GABAergic,1
2977,635,Spinal cord glycinergic,1
2978,2699,Cerebellum GABAergic,1
2979,2352,Posterior hindbrain glutamatergic,1
2980,1894,Cortical or hippocampal glutamatergic,1
2981,501,Neuronal intermediate progenitor,1
2982,2767,Thalamus glutamatergic,1
2983,1360,Hindbrain serotoninergic,1
2984,1507,Hypothalamus glutamatergic,1
2985,2076,Midbrain-hindbrain GABAergic,1
2986,1253,Perivascular fibroblast-like cells,1
2987,2454,Pia 1,1
2988,2098,Early fibroblasts,1
2989,1210,Pia 2,1
2990,2226,Blood,1
2991,3100,Erythroid progenitor,1
2992,178,erythrocyte,1
2993,178,CL:0000232,3
2994,178,Erythrocyte,2
2995,3091,Chondrocytes,1
2996,1834,Pia 3,1
2997,3371,Arachnoid,1
2998,1039,Intermediate meninges 2,1
2999,726,Arachnoid barrier cells,1
3000,2515,Dura,1
3001,1676,Vascular,1
3002,1991,Intermediate meninges 1,1
3003,2408,Neural tube,1
3004,1514,Caudal,1
3005,557,Optic cup,1
3006,2862,Anterior,1
3007,2002,Mesenchyme,1
3008,1788,Floor plate,1
3009,2258,Neural crest,1
3010,2632,Mesoderm,1
3011,2215,Pharyngeal,1
3012,3001,Bad cells,1
3013,3177,Paraxial,1
3014,1925,Cardiac,1
3015,3009,Neuromesodermal progenitors,1
3016,1941,Gastrulation,1
3017,2741,Hematoendothelial lineage,1
3018,422,Nascent mesoderm,1
3019,2761,Epiblast,1
3020,1229,Primordial germ cells,1
3021,1855,Osteochondral mesoderm,1
3022,2032,Endoderm,1
3023,2442,Extraembryonic ectoderm,1
3024,2406,Parietal endoderm,1
3025,2400,Visceral endoderm,1
3026,759,Cardiac mesoderm,1
3027,3455,Extraembryonic endoderm,1
3028,1393,Definitive endoderm,1
3029,1645,Fourth-ventricle roof plate,1
3030,3178,Early choroid plexus,1
3031,1961,Node,1
3032,847,Anterior primitive streak,1
3033,1620,Ectoderm,1
3034,1757,Olfactory epithelium,1
3035,2118,Olfactory pit,1
3036,659,Lateral nasal pit,1
3037,1840,Early ectoderm,1
3038,1970,Gut,1
3039,2054,Dorsal early ectoderm,1
3040,1005,Surface ectoderm,1
3041,2931,Oral ectoderm,1
3042,3344,Adenohypophyseal placode,1
3043,364,Otic vesicle,1
3044,1874,Pharyngeal epithelium,1
3045,2097,Dorsal forebrain,1
3046,3255,Ventral hindbrain,1
3047,1794,Ventral midbrain,1
3048,488,Midbrain-hindbrain boundary,1
3049,444,Immune,1
3050,508,Infiltrating immune,1
3051,71,platelet,1
3052,71,CL:0000233,3
3053,71,Platelet,2
3054,1286,Early macrophage,1
3055,2606,Forebrain astrocyte,1
3056,406,Dorsal midbrain,1
3057,678,Anteromedial cerebral pole,1
3058,1383,Roof plate,1
3059,1320,Dorsal diencephalon,1
3060,1905,Midbrain basal plate,1
3061,1251,Hindbrain roof plate,1
3062,1220,Midbrain floor plate,1
3063,2317,Hypothalamic floor-plate like,1
3064,2534,Zona limitans intrathalamica,1
3065,1443,Hindbrain floor plate,1
3066,1712,Angioblast,1
3067,2284,Endothelial,1
3068,1670,Axon tract-associated microglia,1
3069,1416,Pericyte,1
3070,1106,Vascular smooth muscle,1
3071,341,Non-cycling perivascular macrophages,1
3072,1284,Cycling perivascular macrophages,1
3073,2997,Cycling microglia,1
3074,1373,Non-cycling microglia,1
3075,1769,Radial glia cell,1
3076,2437,Forebrain neuron,1
3077,1592,Forebrain radial glia cell,1
3078,106,olfactory epithelial cell,1
3079,106,CL:0002167,3
3080,106,Olfactory epithelial cell,2
3081,267,myoblast,1
3082,267,CL:0000056,3
3083,267,Myoblast,2
3084,2776,Facial fibroblast,1
3085,2910,Dorsal midbrain neuron,1
3086,1127,Limb fibroblast,1
3087,1867,Ganglion,1
3088,1053,Meninges cell,1
3089,2846,Immune cell,1
3090,485,Mid-/hindbrain and spinal cord neuron,1
3091,3000,Connective tissue,1
3092,1973,Spinal cord neuron,1
3093,1226,Mucosal epithelium,1
3094,1458,Smooth muscle,1
3095,2380,Sympathetic nerve,1
3096,2141,Inner ear,1
3097,1599,Cartilage primordium,1
3098,424,Bone,1
3099,2055,Jaw and tooth,1
3100,1369,Meninges,1
3101,816,Brain,1
3102,132,keratinocyte,1
3103,132,CL:0000312,3
3104,132,Keratinocyte,2
3105,2627,Epidermis,1
3106,562,Cavity,1
3107,2356,Cardiomyocyte,1
3108,1191,Thalamus neuron,1
3109,1188,Dermomyotome,1
3110,2426,Primitive gut tube,1
3111,2351,Lung primordium,1
3112,1948,Branchial arch,1
3113,3105,AGM,1
3114,2745,Sclerotome,1
3115,2869,Lung,1
3116,1484,Eye,1
3117,1865,Cartilage,1
3118,3301,Blood vessel,1
3119,3430,GI tract,1
3120,2100,Liver,1
3121,1885,Heart,1
3122,1079,Urogenital ridge,1
3123,694,Head mesenchyme,1
3124,1653,Dorsal root ganglion,1
3125,2512,Muscle,1
3126,754,Thymus,1
3127,3017,OPC,1
3128,1861,DA neuron,1
3129,1589,IN thalamus,1
3130,2048,Astr5,1
3131,3138,Astr4,1
3132,1101,EX L6,1
3133,998,EX Mb,1
3134,3298,EX L4,1
3135,3435,Astr3,1
3136,2091,IN Vip+,1
3137,2462,Endothelium,1
3138,2322,EX L2/3,1
3139,592,IN Pvalb+Gad1+,1
3140,2907,Olig,1
3141,2053,Astr2,1
3142,2050,Meninge,1
3143,1103,EX thalamus,1
3144,1040,EX L5/6,1
3145,3120,Facial nerve,1
3146,932,Submandibular gland,1
3147,1682,Ovary,1
3148,2444,Adipose tissue,1
3149,1950,Pancreas,1
3150,515,EX CA,1
3151,2190,GCL-D,1
3152,3081,ML,1
3153,3369,IPL,1
3154,1541,SEZ,1
3155,917,GCL-E,1
3156,1346,GCL-I,1
3157,2383,OPL,1
3158,3099,ONL,1
3159,1122,GL,1
3160,1341,Smooth muscle cells,1
3161,1684,IN Sst+,1
3162,1140,EX,1
3163,2738,Astr1,1
3164,2755,GN DG,1
3165,534,IN Pvalb+,1
3166,1778,Adrenal gland,1
3167,1779,Kidney,1
3168,386,Mesentery,1
3169,429,Mesothelium,1
3170,1993,Urethra,1
3171,304,Endo,1
3172,1406,GlioB,1
3173,874,NeuB,1
3174,640,GABA Neu,1
3175,3162,Micro,1
3176,1342,Glu NeuB,1
3177,2708,Glu Neu,1
3178,2855,GABA NeuB,1
3179,885,Fibro,1
3180,3336,Ery,1
3181,2385,RGC,1
3182,1422,Pancreas primordium,1
3183,3156,Cranium fibroblast,1
3184,3444,Hindbrain glutamatergic neuroblast,1
3185,2633,Mixed region neuron,1
3186,268,Cajal-Retzius cell,1
3187,268,CL:0000695,3
3188,268,Cajal-Retzius cell,1
3189,452,Mixed region GABAergic neuron,1
3190,1967,Hindbrain glutamatergic neuron,1
3191,967,Midbrain glutamatergic neuron,1
3192,499,Midbrain glutamatergic neuroblast,1
3193,269,forebrain neuroblast,1
3194,269,CL:1000042,3
3195,269,Forebrain neuroblast,2
3196,1651,Diencephalon glutamatergic neuron,1
3197,3037,Olfactory neuron,1
3198,1063,Hypothalamus neuron,1
3199,1512,Ventromedial hypothalamus GABAergic neuron,1
3200,1157,Cortical or hippocampal glutamatergic neuron,1
3201,2036,Dorsal hindbrain radial glia,1
3202,1767,Cerebellar granule neuroblasts,1
3203,3245,Hindbrain neuroblast,1
3204,1186,Forebrain glutamatergic neuroblast,1
3205,1791,Forebrain GABAergic neuroblast,1
3206,1802,Forebrain radial glia,1
3207,3357,Midbrain radial glia,1
3208,3136,Mixed region glioblast,1
3209,1403,Forebrain GABAergic neuron,1
3210,203,dopaminergic neuron,1
3211,203,CL:0000700,3
3212,203,Dopaminergic neuron,2
3213,3045,Hindbrain glioblast,1
3214,3341,Cortical glutamatergic neuron,1
3215,3115,Cortical intermediate progenitor,1
3216,1674,Notochord,1
3217,2941,Lateral-ventral cortex,1
3218,3451,Cortex_L6,1
3219,2457,Cortical amygdalar area,1
3220,999,Stratum oriens of CA1,1
3221,3222,Dentate gyrus,1
3222,1857,Molecular layer of dentate gyrus,1
3223,3458,Posterior amygdalar nucleus,1
3224,902,Cortex_L4,1
3225,2074,Subiculum,1
3226,2267,Cortex-L2/3,1
3227,1088,CA1,1
3228,1417,Cortex_L5,1
3229,1002,Thalamus,1
3230,1707,Fiber tract,1
3231,570,Stratum lacunosum/raditum of CA1,1
3232,827,Cortex_L1,1
3233,2088,Substandia nigra/Ventral tegmental area,1
3234,3324,Testis,1
3235,2466,MGL2,1
3236,2374,MEGLU14,1
3237,2746,MBDOP2,1
3238,2665,TEGLU21,1
3239,1853,HBGLU9,1
3240,2858,EPEN,1
3241,2427,TEGLU17,1
3242,1419,TEGLU23,1
3243,1608,DGGRC2,1
3244,322,MEGLU1,1
3245,1266,TEGLU24,1
3246,419,TEINH19,1
3247,3107,ACTE2,1
3248,2142,TEGLU7,1
3249,1719,MEGLU3,1
3250,564,ACTE1,1
3251,974,TEGLU11,1
3252,3096,TEGLU3,1
3253,582,ACNT2,1
3254,706,MEINH2,1
3255,1438,MEINH8,1
3256,320,TEGLU10,1
3257,2061,ABC,1
3258,1211,MOL1,1
3259,2205,TEGLU8,1
3260,1283,TEGLU6,1
3261,1727,TEGLU4,1
3262,1282,VLMC2,1
3263,935,TEGLU2,1
3264,1644,ACNT1,1
3265,1429,HBGLU7,1
3266,1372,TEINH1,1
3267,597,ACMB,1
3268,1343,Excitatory,1
3269,1214,L6a2,1
3270,3169,L6b,1
3271,2415,L6a1,1
3272,2580,L6a,1
3273,276,L5b,1
3274,2866,L2/3,1
3275,654,L4,1
3276,3052,L5a2,1
3277,1547,L5a,1
3278,1455,L5,1
3279,1938,Inhibitory,1
3280,1985,Pvalb,1
3281,2762,Sst_Cbln4,1
3282,1491,Sst_Clstn2,1
3283,1539,Ndnf,1
3284,2065,Vip,1
3285,3256,Sst_Chodl,1
3286,1137,Sst,1
3287,1217,Chodl,1
3288,710,Sst_Nr2f2,1
3289,3412,L5a1,1
3290,486,L2/3_Syt10,1
3291,1173,Th,1
3292,3207,L5_Chrna6,1
3293,1195,L5b1,1
3294,1741,L5b2,1
3295,2403,Sst_Nmbr,1
3296,1123,H838,1
3297,2477,H1975,1
3298,2449,H2228,1
3299,1070,A549,1
3300,421,HCC827,1
3301,2417,quiescent_stellate,1
3302,2857,activated_stellate,1
3303,2791,immune_other,1
3304,2519,B_cell,1
3305,1557,gamma,1
3306,2447,alpha,1
3307,704,delta,1
3308,834,ductal,1
3309,3210,beta,1
3310,3161,t_cell,1
3311,2284,endothelial,1
3312,1014,schwann,1
3313,2886,acinar,1
3314,1464,mast,1
3315,784,epsilon,1
3316,3161,T_cell,1
3317,1521,aNSC+TAC+NB,1
3318,2298,COP,1
3319,581,Mural Cell+ Fibroblast,1
3320,4,T cell,1
3321,4,CL:0000084,3
3322,4,T Cell,2
3323,2422,Mural Cell + Fibroblast,1
3324,365,PP,1
3325,2775,EndothelialCells,1
3326,491,Oligodendro1,1
3327,1312,Sst/Nts,1
3328,481,MuralCells,1
3329,2182,Oligodendro2,1
3330,2968,Nfix/Htr2c,1
3331,618,Oligodend1,1
3332,1886,Oligodendro3,1
3333,1239,Oxt,1
3334,3347,NG2/OPC,1
3335,2814,Oligodendro4,1
3336,2505,Th/Slc6a3,1
3337,540,Ependymocytes,1
3338,1971,Pars_Tuber1B,1
3339,2641,Agrp/Sst,1
3340,928,b2_tanycytes1,1
3341,1396,unassigned(2),1
3342,398,Pars_Tuber1A,1
3343,1613,Th/Cxcl12,1
3344,1077,Oligodend2,1
3345,743,Ependymocy2,1
3346,2564,Gm8773/Tac1,1
3347,756,PVMMicro,1
3348,2916,Oligodendro5,1
3349,2028,Ghrh,1
3350,2008,a2_tanycytes,1
3351,2574,Pars_Tuber1C,1
3352,2792,Agrp/Gm8773,1
3353,2920,b1_tanycytes,1
3354,2840,Tanycyte1,1
3355,463,Pomc/Ttr,1
3356,2728,Oligodend3,1
3357,1380,Ependymocy1,1
3358,1194,Hdc,1
3359,1879,Neurons1,1
3360,3220,Mural_Cells2,1
3361,1969,Rgs16/Vip,1
3362,1859,Tanycyte2,1
3363,1824,Mural_Cells1,1
3364,1235,Pomc/Anxa2,1
3365,2526,NG2_OPC2,1
3366,548,unassigned(1),1
3367,3119,NG2_OPC1,1
3368,3042,Slc17a6/Trhr,1
3369,292,a1_tanycytes1,1
3370,1940,Oligodendro6,1
3371,2025,Fam19a2,1
3372,464,Neurons6,1
3373,565,Nr5a1/Nfib,1
3374,945,Neurons5,1
3375,1302,Nr5a1/Adcyap1,1
3376,2390,Neurons4,1
3377,3030,Qrfp,1
3378,2240,Neurons3,1
3379,2178,Htr3b,1
3380,1947,Neurons2,1
3381,3075,Th/Lef1,1
3382,1639,ParsTuber2,1
3383,3078,Parstuber2B,1
3384,2413,Sst/Unc13c,1
3385,1734,ParsTuber1,1
3386,1353,Parstuber2A,1
3387,580,Tmem215,1
3388,2232,Fibroblasts3,1
3389,3320,Pomc/Glipr1,1
3390,1052,Fibroblasts2,1
3391,3025,Kiss1/Tac2,1
3392,1820,Fibroblasts1,1
3393,588,Gpr50,1
3394,3002,a1_tanycytes2,1
3395,1877,b2_tanycytes2,1
3396,3263,PVMs,1
3397,2290,Rgs16/Dlx1,1
3398,494,Rgs16/Slc17a6,1
3399,2485,Sst/Pthlh,1
3400,3118,Granule-mature,1
3401,2460,Granule-immature,1
3402,3293,GABAergic,1
3403,1553,Glutamatergic,1
3404,873,L5 PT CTX,1
3405,2123,L5/6 NP CTX,1
3406,3135,L5 IT CTX,1
3407,3395,L6 CT CTX,1
3408,3055,Car3,1
3409,3039,L6b CTX,1
3410,2729,L4/5 IT CTX,1
3411,2557,L6 IT CTX,1
3412,366,L2/3 IT CTX,1
3413,2882,Lamp5,1
3414,2973,Non-Neuronal,1
3415,3419,Oligo,1
3416,3219,Neuroblast_2,1
3417,886,L2/3 IT PPP,1
3418,2944,Astro,1
3419,2669,VLMC,1
3420,3429,Micro-PVM,1
3421,3203,L5/6 IT TPE-ENT,1
3422,1870,SMC-Peri,1
3423,2378,L6b/CT ENT,1
3424,1825,CT SUB,1
3425,720,CR,1
3426,1999,Cck-Tox,1
3427,1596,Mossy-Adcyap1,1
3428,480,Meis2,1
3429,1382,Mossy-Cyp26b1,1
3430,2360,Mossy-Klk8,1
3431,2825,GABA-Cnr1,1
3432,1872,GABA-Lhx6,1
3433,2594,L4 RSP-ACA,1
3434,1958,L2 IT ENTl,1
3435,864,L3 IT ENT,1
3436,1529,L2/3 IT ENTl,1
3437,1075,CA3,1
3438,2654,CA1-ProS,1
3439,1790,SUB-ProS,1
3440,387,CA2-IG-FC,1
3441,1091,DG,1
3442,1588,L2/3 IT RHP,1
3443,1656,NP SUB,1
3444,2353,NP PPP,1
3445,3441,L5 PPP,1
3446,2951,L2 IT ENTm,1
3447,1511,L6 IT ENTl,1
3448,2893,Radial_Glia-like,1
3449,1830,OL,1
3450,1050,PVM,1
3451,3392,NFOL,1
3452,1065,Neuroblast_1,1
3453,2520,nIPC,1
3454,1453,L2/3 IT,1
3455,539,Exc L2-3 LINC00507 DSG3,1
3456,2607,L5 IT,1
3457,1078,Exc L5 THEMIS SLC22A18,1
3458,3254,Inh L3-5 VIP TAC3,1
3459,3442,Exc L3-5 RORB LNX2,1
3460,530,Astro L1-6 FGFR3 PLCG1,1
3461,2674,Exc L3 LAMP5 CARM1P1,1
3462,3214,Inh L3-6 PAX6 LINC01497,1
3463,2297,Exc L2-3 RORB CCDC68,1
3464,2282,L5/6 NP,1
3465,1846,Exc L5-6 FEZF2 IFNG-AS1,1
3466,2056,Inh L1-5 VIP CD27-AS1,1
3467,1397,Inh L1-6 LAMP5 AARD,1
3468,2765,Exc L3-5 RORB RPRM,1
3469,3260,L6 IT,1
3470,2725,Exc L6 THEMIS SLN,1
3471,1580,Inh L2-5 PVALB HHIPL1,1
3472,915,Exc L6 FEZF2 KLK7,1
3473,931,Exc L2-3 RORB PTPN3,1
3474,2014,VLMC L1-5 PDGFRA COLEC12,1
3475,325,Inh L3-5 SST GGTLC3,1
3476,2430,Exc L3-5 RORB TNNT2,1
3477,409,Inh L1-2 SST PRRT4,1
3478,3069,Inh L1-3 VIP CHRNA2,1
3479,1409,Inh L1-6 SST NPY,1
3480,2396,Inh L5-6 PVALB GAPDHP60,1
3481,702,L6 CT,1
3482,1902,Exc L5-6 FEZF2 C9orf135-AS1,1
3483,939,Oligo L2-6 OPALIN FTH1P3,1
3484,1838,Exc L3-5 RORB LINC01202,1
3485,536,Exc L2-3 RORB RTKN2,1
3486,2280,Inh L1-2 VIP HTR3A,1
3487,1799,Inh L2-5 VIP SOX11,1
3488,713,L5 ET,1
3489,1746,Exc L3-5 FEZF2 LINC01107,1
3490,3121,Inh L5-6 PVALB FAM150B,1
3491,1591,Inh L1-2 VIP WNT4,1
3492,959,Inh L5-6 VIP COL4A3,1
3493,572,Micro L1-6 TYROBP CD74,1
3494,2346,Exc L6 FEZF2 PROKR2,1
3495,2086,Exc L6 FEZF2 FFAR4,1
3496,845,Inh L2-5 VIP BSPRY,1
3497,2740,Inh L5-6 SST C4orf26,1
3498,1611,Exc L6 FEZF2 POGK,1
3499,1407,Inh L5-6 SST FBN2,1
3500,567,Exc L2 LINC00507 GLRA3,1
3501,2152,Inh L3-5 PVALB ISG20,1
3502,3331,Exc L5-6 THEMIS TNFAIP6,1
3503,1915,Inh L2-5 PVALB RPH3AL,1
3504,3060,Inh L1-5 VIP SMOC1,1
3505,467,Exc L6 THEMIS SNTG2,1
3506,291,Inh L1-2 PVALB CDK20,1
3507,3251,Exc L5 FEZF2 RNF144A-AS1,1
3508,1112,OPC L1-6 PDGFRA COL20A1,1
3509,2483,Exc L5 FEZF2 PKD2L1,1
3510,2474,Inh L1 PVALB SST ASIC4,1
3511,1263,Exc L5-6 FEZF2 FILIP1L,1
3512,1657,Inh L3-5 SST OR5AH1P,1
3513,2109,Inh L2-3 SST NMU,1
3514,2412,Exc L5 THEMIS RGPD6,1
3515,2448,Inh L1-6 LAMP5 NES,1
3516,2801,Inh L3-6 VIP ZIM2-AS1,1
3517,3443,Oligo L3-6 OPALIN ENPP6,1
3518,785,Exc L5 FEZF2 NREP-AS1,1
3519,3321,Inh L1-3 VIP CBLN1,1
3520,746,Inh L3-5 VIP IGDCC3,1
3521,739,Inh L2 VIP SLC6A16,1
3522,1329,Inh L1-2 SST CCNJL,1
3523,1744,Inh L5-6 PVALB MEPE,1
3524,2273,Inh L5-6 PVALB SST CRHR2,1
3525,1153,Inh L5-6 SST BEAN1,1
