id,name,ontology,type,defination
1629,innate lymphoid cells,,2,
1630,Megakaryocytes-35-4,,2,
1631,26_Ntng1 HPF,,2,
1632,nMGE.125.NEFL,,2,
1633,fibroblast of cardiac tissue 6,,2,
1634,376_Astro,,2,
1635,Mural.Rgs5Acta2.Ccnd1,,2,
1636,T cell,,2,
1637,"Pvalb Tpbg, Pvalb Gpx3",,2,
1638,Choroid plexus,,2,
1639,ParsTuber2,,2,
1640,Inh L1 PAX6 GRIP2,,2,
1641,Inh L1-3 VIP GGH,,2,
1642,proliferative kidney interstital cell 1,,2,
1643,167_L2/3 IT CTX,,2,
1644,ACNT1,,2,
1645,Fourth-ventricle roof plate,,2,
1646,Telencephalon projecting neurons,,2,
1647,CD14+ monocyte type 2,,2,
1648,Isthmic organizer cells-12-15,,2,
1649,Sensory neurons-24-16,,2,
1650,Inh L5-6 SST ISOC1,,2,
1651,Diencephalon glutamatergic neuron,,2,
1652,Neuron.Gad1Gad2.Cplx3-Dpy19l1,,2,
1653,Dorsal root ganglion,,2,
1654,331_CA1-ProS,,2,
1655,279_L6 CT CTX,,2,
1656,NP SUB,,2,
1657,Inh L3-5 SST OR5AH1P,,2,
1658,Endothelial_Tip.Dcn.Mgp-Penk,,2,
1659,Premature oligodendrocyte-19-2,,2,
1660,Radial glia-7-16,,2,
1661,vasoactive intestinal peptide positive neuron,,2,
1662,Polydendrocyte.Tnr.Lims2-Tmsb4x,,2,
1663,Neuron.Gad1Gad2.Vipr2,,2,
1664,Excitatory neurons-5-2,,2,
1665,Neuron.Slc17a7.Syt6-Efna5,,2,
1666,Excitatory neurons-5-12,,2,
1667,kidney interstital cell 2,,2,
1668,350_Mossy,,2,
1669,Myocytes,,2,
1670,Axon tract-associated microglia,,2,
1671,Astrocyte.Gja1.Crym,,2,
1672,144_L2/3 IT PAR,,2,
1673,Inhibitory neuron progenitors,,2,
1674,Notochord,,2,
1675,Neuron.Sc17a7.Tshz2-Smoc1,,2,
1676,Vascular,,2,
1677,Radial glia-7-20,,2,
1678,"Pvalb Tacr3, Pvalb Wt1",,2,
1679,cortical layer 2-3 excitatory neuron B,,2,
1680,fibroblast of cardiac tissue 7,,2,
1681,Postmitotic premature neurons-10-24,,2,
1682,Ovary,,2,
1683,Granule neurons-28-15,,2,
1684,IN Sst+,,2,
1685,Excitatory neurons-5-11,,2,
1686,DC2,,2,
1687,Lens-37-5,,2,
1688,Neuron.Gad1Gad2.Pappa,,2,
1689,Lens-37-1,,2,
1690,fibroblast of cardiac tissue 1,,2,
1691,Definitive erythroid lineage-22-17,,2,
1692,Inh L1 PAX6 MIR101-1,,2,
1693,Endothelial_Tip.Dcn.Coch,,2,
1694,Early mesenchyme-8-4,,2,
1695,White blood cells-31-10,,2,
1696,Polydendrocye.Tnr.Ctps,,2,
1697,"L5 Ucma, L5a Batf3",,2,
1698,fetal endothelial cell,,2,
1699,Polydendrocyte.Tnr.Tmsb4x,,2,
1700,322_ProS,,2,
1701,195_L5 IT RSP-ACA,,2,
1702,Sensory neurons-24-14,,2,
1703,L6 Syt17,,2,
1704,145_L2/3 IT PAR,,2,
1705,Ependymal cell-32-5,,2,
1706,Neuron.Gad1Gad2.Drd1-Nfib,,2,
1707,Fiber tract,,2,
1708,Chondrocytes & osteoblasts-2-21,,2,
1709,Melanocytes-36,,2,
1710,Endothelial_Tip.Dcn.Mgp-Clu,,2,
1711,Chondroctye progenitors-21-9,,2,
1712,Angioblast,,2,
1713,ip.125.DLL1,,2,
1714,Myocytes-13-6,,2,
1715,Endothelial_Tip.Dcn.Inmt,,2,
1716,Definitive erythroid lineage-22-1,,2,
1717,Neuron.Gad1Gad2.Pvalb,,2,
1718,369_Oligo,,2,
1719,MEGLU3,,2,
1720,200_L5 IT CTX,,2,
1721,166_L2/3 IT CTX,,2,
1722,TA-b,,2,
1723,324_ProS,,2,
1724,nCTX.54.SST,,2,
1725,40_Vip,,2,
1726,Notochord cells-30-13,,2,
1727,TEGLU4,,2,
1728,292_L6 CT CTX,,2,
1729,Inh L2-4 VIP LGI2,,2,
1730,Premature oligodendrocyte-19-14,,2,
1731,Gad1Gad2_Id2.Prlr,,2,
1732,Endothelial cells-20-14,,2,
1733,Cholinergic neurons-33-7,,2,
1734,ParsTuber1,,2,
1735,208_L5/6 IT CTX,,2,
1736,Immature sertoli cell (Pre-Sertoli cell),,2,
1737,"Sst Tacstd2, Pvalb Rspo2",,2,
1738,158_L2/3 IT AI,,2,
1739,Inh L1-2 VIP PPAPDC1A,,2,
1740,Limb mesenchyme-25,,2,
1741,L5b2,,2,
1742,Exc L6 THEMIS LINC00343,,2,
1743,cytotoxic T cell type 2,,2,
1744,Inh L5-6 PVALB MEPE,,2,
1745,Neural progenitor cells-9-15,,2,
1746,Exc L3-5 FEZF2 LINC01107,,2,
1747,Intermediate Mesoderm-3-1,,2,
1748,372_Oligo,,2,
1749,medial/distal nephron progenitor 2,,2,
1750,Intermediate Mesoderm-3-24,,2,
1751,96_Sst,,2,
1752,Inh L2-5 VIP TOX2,,2,
1753,Neuron.Gad1Gad2.Sst-Crh,,2,
1754,Osteoblasts-17-19,,2,
1755,olfactory horizontal basal cell,,2,
1756,Endothelial cells-20-7,,2,
1757,Olfactory epithelium,,2,
1758,mesen/rhombencephalon inhibitory neurons,,2,
1759,Vip Gpc3,,2,
1760,Sst Tacstd2,,2,
1761,Early mesenchyme-8-9,,2,
1762,85_Sst,,2,
1763,215_L5/6 IT TPE-ENT,,2,
1764,TA-a,,2,
1765,344_CA1,,2,
1766,NK-like cell,,2,
1767,Cerebellar granule neuroblasts,,2,
1768,Stromal cells-16-13,,2,
1769,Radial glia cell,,2,
1770,Excitatory neurons-5-21,,2,
1771,olfactory sensory neuron,,2,
1772,66_Sst,,2,
1773,kidney interstitial cell 9,,2,
1774,Inh L1-2 PAX6 SCGN,,2,
1775,204_L5/6 IT CTX,,2,
1776,Vip,,2,
1777,Sst Chodl,,2,
1778,Adrenal gland,,2,
1779,Kidney,,2,
1780,co-expression cell,,2,
1781,Perivascular macrophages,,2,
1782,205_L5/6 IT CTX,,2,
1783,stromal cell type 2a,,2,
1784,granulocyte 2,,2,
1785,differentiated,,2,
1786,regulatory CD4+ T cell,,2,
1787,Postmitotic premature neurons-10,,2,
1788,Floor plate,,2,
1789,334_CA1-ve,,2,
1790,SUB-ProS,,2,
1791,Forebrain GABAergic neuroblast,,2,
1792,Neural progenitor cells-9-25,,2,
1793,fetal fibroblast (fFB1),,2,
1794,Ventral midbrain,,2,
1795,Intermediate Mesoderm-3-14,,2,
1796,Myocytes-13-4,,2,
1797,333_CA1-ProS,,2,
1798,Inh L1 SST P4HA3,,2,
1799,Inh L2-5 VIP SOX11,,2,
1800,Neuron.Slc17a7.Zbtb20,,2,
1801,Neuron.Slc17a6.Rora.Cacng4,,2,
1802,Forebrain radial glia,,2,
1803,329_CA1-ProS,,2,
1804,LAMP5,,2,
1805,84_Sst,,2,
1806,183_L4/5 IT CTX,,2,
1807,Ependymal-like,,2,
1808,Neuron.Slc17a7.Nxph3-Sema3c,,2,
1809,gamma delta T cell,,2,
1810,microglia,,2,
1811,Connective tissue progenitors-1-5,,2,
1812,249_L5 PT CTX,,2,
1813,submucosal gland mucous cell,,2,
1814,macrophage/monocyte,,2,
1815,Inhibitory interneurons-27-1,,2,
1816,Subventricular zone radial glia-like cells,,2,
1817,stroma progenitor,,2,
1818,"Sst Cdk6, Sst Myh8",,2,
1819,haematopoietic progenitor,,2,
1820,Fibroblasts1,,2,
1821,14_Lamp5,,2,
1822,Endothelial_Tip.Dcn.Mgp,,2,
1823,White blood cells-31-2,,2,
1824,Mural_Cells1,,2,
1825,CT SUB,,2,
1826,Definitive erythroid lineage-22-18,,2,
1827,Inh L5-6 PVALB STON2,,2,
1828,kidney interstitial cell B,,2,
1829,Exc L3-5 FEZF2 DCN,,2,
1830,OL,,2,
1831,Endothelial cells-20-8,,2,
1832,proliferating conventional dendritic cell type 2,,2,
1833,"L4 Sparcl1, L4 Scnn1a",,2,
1834,Pia 3,,2,
1835,Neuron.Gad1Gad2_Sst.Rbp4,,2,
1836,Igtp,,2,
1837,plasma IgG expressing cell,,2,
1838,Exc L3-5 RORB LINC01202,,2,
1839,retinal pigment epithelial cell/retinal rod cell/melanocyte,,2,
1840,Early ectoderm,,2,
1841,Neuron.Gad1Gad2.Cplx3-Npy,,2,
1842,126_L2 IT APr,,2,
1843,pyramidal neuron?,,2,
1844,261_L4 RSP-ACA,,2,
1845,periportal hepatic sinusoidal endothelial cell,,2,
1846,Exc L5-6 FEZF2 IFNG-AS1,,2,
1847,Isthmic organizer cells-12-11,,2,
1848,157_L2/3 IT ENTl,,2,
1849,interneuron 8,,2,
1850,Cardiac muscle lineages-34-7,,2,
1851,Exc L6 FEZF2 PDYN,,2,
1852,cycling endothelial cell,,2,
1853,HBGLU9,,2,
1854,Epithelial cells-6-23,,2,
1855,Osteochondral mesoderm,,2,
1856,Chondrocytes & osteoblasts-2-7,,2,
1857,Molecular layer of dentate gyrus,,2,
1858,29_Ntng1 HPF,,2,
1859,Tanycyte2,,2,
1860,ventral sustentacular cell,,2,
1861,DA neuron,,2,
1862,Peripheral sensory neurofilament neurons,,2,
1863,294_CT SUB,,2,
1864,Primitive erythroid lineage,,2,
1865,Cartilage,,2,
1866,Inh L1-3 VIP ACHE,,2,
1867,Ganglion,,2,
1868,Neuron.Slc17a6-Gad2-Th.Crhbp,,2,
1869,Notochord cells-30-10,,2,
1870,SMC-Peri,,2,
1871,Intermediate Mesoderm-3-11,,2,
1872,GABA-Lhx6,,2,
1873,Schwann cell precursor-23-9,,2,
1874,Pharyngeal epithelium,,2,
1875,Neurogenesis.Sox4.Gad2,,2,
1876,Hindbrain glutamatergic,,2,
1877,b2_tanycytes2,,2,
1878,Astroependymal cells,,2,
1879,Neurons1,,2,
1880,274_NP SUB,,2,
1881,Chondrocytes & osteoblasts-2-18,,2,
1882,Oligo L4-6 MOBP COL18A1,,2,
1883,209_L5/6 IT CTX,,2,
1884,Megakaryocytes-35-3,,2,
1885,Heart,,2,
1886,Oligodendro3,,2,
1887,Inh L4-6 SST MTHFD2P6,,2,
1888,kidney interstitial cell 6,,2,
1889,unknown myeloid cell,,2,
1890,236_Car3,,2,
1891,Telencephalon projecting excitatory neurons,,2,
1892,cardiac endothelial cell 3,,2,
1893,41_Vip,,2,
1894,Cortical or hippocampal glutamatergic,,2,
1895,Inh L1-3 PVALB WFDC2,,2,
1896,Neuron.Gad1Gad2.Resp18,,2,
1897,Neural Tube,,2,
1898,ductal cell,,2,
1899,syncytiotrophoblast,,2,
1900,placental extravillous trophoblast cell (EVT),,2,
1901,Isthmic organizer cells-12-17,,2,
1902,Exc L5-6 FEZF2 C9orf135-AS1,,2,
1903,"L6a Plcxd3, Pvalb Gpx3",,2,
1904,Glutamatergic neuroblasts,,2,
1905,Midbrain basal plate,,2,
1906,PVALB,,2,
1907,Enteric glia,,2,
1908,Gad1Gad2_Cplx3.Rxfp1,,2,
1909,Neuron.Slc17a7.Pvrl3-Fos,,2,
1910,94_Sst,,2,
1911,289_L6 CT CTX,,2,
1912,Inh L2 PAX6 FREM2,,2,
1913,Neuron.Gad1Gad2.Gad2-Fos,,2,
1914,Gad1Gad2_Cplx3.Tox,,2,
1915,Inh L2-5 PVALB RPH3AL,,2,
1916,104_Sst HPF,,2,
1917,vascular smooth muscle cell,,2,
1918,Astro L1-6 FGFR3 ETNPPL,,2,
1919,cycling multipotent progenitor cell,,2,
1920,Hindbrain glycinergic,,2,
1921,53_Vip,,2,
1922,Gad1Gad2Slc17a8_Htr3a.Ktcd12,,2,
1923,Testicular cell,,2,
1924,muscle cell 1,,2,
1925,Cardiac,,2,
1926,Chondroctye progenitors,,2,
1927,Exc L3-4 RORB PRSS12,,2,
1928,Neuron.Slc17a7-Slc17a6.Tshz2,,2,
1929,Astrocyte.Gja1.Fabp7,,2,
1930,Early mesenchyme-8-13,,2,
1931,forebrain,,2,
1932,Neuron.Slc17a6.Htr1a,,2,
1933,299_L6 CT ENT,,2,
1934,Chondroctye progenitors-21-5,,2,
1935,247_L5 PT CTX,,2,
1936,196_L5 IT CTX,,2,
1937,Postmitotic premature neurons-10-8,,2,
1938,Inhibitory,,2,
1939,Neuron.Slc17a7.Cbln1-Gpr88,,2,
1940,Oligodendro6,,2,
1941,Gastrulation,,2,
1942,Definitive erythroid lineage-22-16,,2,
1943,Lens,,2,
1944,Neuron.Gad1Gad2.Dlk1,,2,
1945,"L5a Fam5c, L5 Hsd11b1",,2,
1946,Primitive erythroid lineage-26-6,,2,
1947,Neurons2,,2,
1948,Branchial arch,,2,
1949,mesen/rhombencephalon excitatory neuron,,2,
1950,Pancreas,,2,
1951,Gad1Gad2_Htr3a.Nnat,,2,
1952,Neuron.Gad1Gad2.Six3-Adcy1,,2,
1953,CD27- B cell,,2,
1954,Neural Tube-14-8,,2,
1955,387_Micro-PVM,,2,
1956,Midbrain GABAergic,,2,
1957,16_Lamp5,,2,
1958,L2 IT ENTl,,2,
1959,ureteric bud; kidney collecting duct cell,,2,
1960,Exc L5 RORB SNHG7,,2,
1961,Node,,2,
1962,"L6a Mgp, L6a Plcxd3",,2,
1963,Neuron.Slc17a6.Nefm,,2,
1964,Neuron.Gad1Gad2.Sema3e-Kcng4,,2,
1965,"Vip Gpc3, Vip Chat",,2,
1966,221_L6 IT CTX,,2,
1967,Hindbrain glutamatergic neuron,,2,
1968,Chondrocytes & osteoblasts-2-6,,2,
1969,Rgs16/Vip,,2,
1970,Gut,,2,
1971,Pars_Tuber1B,,2,
1972,74_Sst,,2,
1973,Spinal cord neuron,,2,
1974,fibroblast 1,,2,
1975,proliferating myofibroblast,,2,
1976,mixed juxtaglomerular complex cell and mesangial cell 1,,2,
1977,hair germ cell,,2,
1978,Neuron.Slc17a7-Slc17a8.Syt6-Lancl3,,2,
1979,Chondroctye progenitors-21-7,,2,
1980,Inh L1 SST DEFB108B,,2,
1981,proliferating cell,,2,
1982,L5a Batf3,,2,
1983,cytotoxic CD8 Trm,,2,
1984,submucosal gland duct cell,,2,
1985,Pvalb,,2,
1986,Notochord cells-30-15,,2,
1987,"glutamatergic neuron of primary visual area, layer 2/3 and layer 4",,2,
1988,Oligodendrocyte.Trf.Klk6,,2,
1989,Neural Tube-14-5,,2,
1990,Cholinergic and monoaminergic neurons,,2,
1991,Intermediate meninges 1,,2,
1992,FCGR3A+ natural killer cell,,2,
1993,Urethra,,2,
1994,Microglia.C1qb.Tmem119,,2,
1995,Cxcl17+ Ccl9+ epithelial cell,,2,
1996,Neuron.Slc17a6.Nell1,,2,
1997,Osteoblasts-17-8,,2,
1998,IpMGE.54.OLIG1,,2,
1999,Cck-Tox,,2,
2000,Polydendrocyte.Tnr.Bmp4-Gpr17,,2,
2001,nephron progenitor 2,,2,
2002,Mesenchyme,,2,
2003,Notochord cells-30-3,,2,
2004,uterine perivascular cell,,2,
2005,Astrocyte.Gja1.Sparc-Car2,,2,
2006,Ependymal cell-32-7,,2,
2007,Definitive erythroid lineage-22-5,,2,
2008,a2_tanycytes,,2,
2009,consensus molecular subtype 1 epithelial cell,,2,
2010,Epithelial cells-6-3,,2,
2011,migratory dendritic cell,,2,
2012,Hepatocytes-29-10,,2,
2013,Fetal Proliferating cell,,2,
2014,VLMC L1-5 PDGFRA COLEC12,,2,
2015,Osteoblasts-17-17,,2,
2016,Neuron.Gad1Gad2.Igfbp4.Adora1,,2,
2017,Exc L5 FEZF2 CSN1S1,,2,
2018,Radial glia-7-4,,2,
2019,112_Pvalb,,2,
2020,Neuron.Gad1Gad2.Trdn,,2,
2021,358_CA3-do,,2,
2022,Radial glia-7-12,,2,
2023,305_L6b CTX,,2,
2024,Neural progenitor cells-9-11,,2,
2025,Fam19a2,,2,
2026,Exc L3-5 THEMIS ELOF1,,2,
2027,Endo Tbc1d4,,2,
2028,Ghrh,,2,
2029,Polydendrocyte.Tnr.Pdgfa,,2,
2030,Neuron.Sc17a7.Calb1-Lpl,,2,
2031,1_CR,,2,
2032,Endoderm,,2,
2033,159_L2/3 IT AI,,2,
2034,follicular helper CD4+ T cell,,2,
2035,Inh L5 PVALB CNTNAP3P2,,2,
2036,Dorsal hindbrain radial glia,,2,
2037,monocyte/macrophage,,2,
2038,Neuron.Gad1Gad2.Pvalb-Rab3b,,2,
2039,parietal epithelial cell 1,,2,
2040,182_L4/5 IT CTX,,2,
2041,Exc L2-4 RORB GRIK1,,2,
2042,Postmitotic premature neurons-10-27,,2,
2043,Isthmic organizer cells-12-7,,2,
2044,Inh L6 LAMP5 C1QL2,,2,
2045,129_L2/3 IT POST-PRE,,2,
2046,Epithelial cells-6-16,,2,
2047,Epithelial cells-6-28,,2,
2048,Astr5,,2,
2049,252_L5 PT CTX,,2,
2050,Meninge,,2,
2051,217_L6 IT CTX,,2,
2052,Inh L1 ADARB2 DISP2,,2,
2053,Astr2,,2,
2054,Dorsal early ectoderm,,2,
2055,Jaw and tooth,,2,
2056,Inh L1-5 VIP CD27-AS1,,2,
2057,epithelial cell,,2,
2058,glomerular endothelial cell 2,,2,
2059,Neurogenesis.Sox4.Ppp2r2b,,2,
2060,Notochord cells-30-4,,2,
2061,ABC,,2,
2062,Endothelial_Stalk.Flt1.Lcn2,,2,
2063,Neural crest-like glia,,2,
2064,Excitatory neurons-5-1,,2,
2065,VIP,,2,
2066,Epithelial cells-6-27,,2,
2067,Proliferating T cell,,2,
2068,"L2 Ngb, L2/3 Otof",,2,
2069,61_Vip Igfbp6,,2,
2070,Inh L5-6 LAMP5 CRABP1,,2,
2071,Endo L2-5 CLDN5,,2,
2072,nMGE.54.CFC1,,2,
2073,syncytiotrophoblast cell (SCT),,2,
2074,Subiculum,,2,
2075,CNS neurons,,2,
2076,Midbrain-hindbrain GABAergic,,2,
2077,Osteoblasts-17-14,,2,
2078,Neurogenesis.Sox4.Efhd2,,2,
2079,Erythroid progenitor,,2,
2080,286_L6 CT CTX,,2,
2081,262_L4 RSP-ACA,,2,
2082,pretubular aggregate,,2,
2083,Oligodendrocyte precursor cells,,2,
2084,Neuron.Gad1Gad2.Cplx3-Reln,,2,
2085,Neuron.Gad1Gad2.Six3-Pvalb,,2,
2086,Exc L6 FEZF2 FFAR4,,2,
2087,349_Mossy,,2,
2088,Substandia nigra/Ventral tegmental area,,2,
2089,connecting nephron tubules/principal cells - proximal ureteric bud,,2,
2090,Lens-37-6,,2,
2091,IN Vip+,,2,
2092,Mural.Rgs5Acta2.Olfr558,,2,
2093,Jaw and tooth progenitors-4-8,,2,
2094,Inh L2-4 VIP DSEL,,2,
2095,Oligodendrocyte.Trf.Man1a,,2,
2096,Neuron.Sc17a7.Sema3e-Onecut2,,2,
2097,Dorsal forebrain,,2,
2098,Early fibroblasts,,2,
2099,119_Pvalb,,2,
2100,Liver,,2,
2101,L5 Ucma,,2,
2102,perivasular macrophage,,2,
2103,activated CD8+ T cell,,2,
2104,Inh L1-3 VIP CCDC184,,2,
2105,proximal ureteric bud cell,,2,
2106,Osteoblasts-17-11,,2,
2107,"glutamatergic neuron of primary visual cortex, layer 2/3",,2,
2108,Neuron.Slc17a7.Pvrl3-Nos1,,2,
2109,Inh L2-3 SST NMU,,2,
2110,Granule neurons-28-17,,2,
2111,Cholinergic neurons-33-10,,2,
2112,Inh L6 SST TH,,2,
2113,Inh L5-6 LAMP5 SFTA3,,2,
2114,340_CA1,,2,
2115,271_NP SUB,,2,
2116,295_CT SUB,,2,
2117,230_L6 IT CTX,,2,
2118,Olfactory pit,,2,
2119,stromal 3,,2,
2120,Inhibitory interneurons-27-6,,2,
2121,Premature oligodendrocyte-19,,2,
2122,Mural.Rgs5Acta2.Junb,,2,
2123,L5/6 NP CTX,,2,
2124,nCTX.54.GRIA2,,2,
2125,proliferating distal renal vesicle cell,,2,
2126,Peptidergic neurons,,2,
2127,Cholinergic neurons-33-8,,2,
2128,progenitor,,2,
2129,Neuron.Slc17a6.Ebf1,,2,
2130,Inh L1 LAMP5 NMBR,,2,
2131,Chondrocytes & osteoblasts-2-1,,2,
2132,ENDOTHELIAL_STALK,,2,
2133,Oligodendroyte.Trf.Il33,,2,
2134,Jaw and tooth progenitors-4-15,,2,
2135,p.125.ATF3,,2,
2136,Exc L5-6 FEZF2 CYP26B1,,2,
2137,monocyte 2,,2,
2138,intermediate medial ganglionic eminence progenitor,,2,
2139,Neuron.Gad1Gad2.Pvalb-Spp1,,2,
2140,proliferative kidney interstitial cell 4,,2,
2141,Inner ear,,2,
2142,TEGLU7,,2,
2143,Megakaryocytes-35-6,,2,
2144,Neural progenitor cells-9,,2,
2145,Astro L1 FGFR3 FOS,,2,
2146,"Sst Th, Sst Myh8",,2,
2147,Cholinergic neurons-33-11,,2,
2148,naive CD8+ T cell,,2,
2149,AT2 cell,,2,
2150,Oligodendrocyte Progenitors-11-16,,2,
2151,Neuron.Gad1Gad2.Pmch,,2,
2152,Inh L3-5 PVALB ISG20,,2,
2153,Epithelial cells-6-19,,2,
2154,Neuron.Gad1Gad2.Synpr-Sncg,,2,
2155,Early mesenchyme-8-3,,2,
2156,conventional dendritic cell (DC1),,2,
2157,"glutamatergic neuron of primary visual area, layer 6",,2,
2158,Chondroctye progenitors-21-15,,2,
2159,cycling committed progenitor,,2,
2160,Postmitotic premature neurons-10-21,,2,
2161,non-telencephalon neural progenitor cell,,2,
2162,Endothelial_Stalk.Flt1.Vwf,,2,
2163,Excitatory neurons-5,,2,
2164,Neuron.Slc17a7-Slc17a8.Syt6-Cplx3,,2,
2165,kidney interstitial cell 11,,2,
2166,pTEL.54.PAX6,,2,
2167,Intermediate Mesoderm-3-9,,2,
2168,Myocytes-13-21,,2,
2169,granulocyte progenitor,,2,
2170,Cerebellum glutamatergic,,2,
2171,62_Vip Igfbp6,,2,
2172,Epithelial cells-6-13,,2,
2173,Myocytes-13-10,,2,
2174,Excitatory neurons-5-5,,2,
2175,stromal cell type 4,,2,
2176,Endothelial_Tip.Dcn.Apod,,2,
2177,242_L5 PT CTX,,2,
2178,Htr3b,,2,
2179,periportal liver sinusoidal endothelial cell,,2,
2180,L4 Sparcl1,,2,
2181,"Pvalb Wt1, Pvalb Rspo2",,2,
2182,Oligodendro2,,2,
2183,Chondrocytes & osteoblasts-2-15,,2,
2184,Inh L1-2 VIP RPL41P3,,2,
2185,47_Vip,,2,
2186,cycling basal_P28Adult,,2,
2187,355_CA3-ve,,2,
2188,Neuron.Slc17a7-Slc17a6.Tshz2-Prlr,,2,
2189,Vip Cxcl14_Car4,,2,
2190,GCL-D,,2,
2191,115_Pvalb,,2,
2192,kidney interstitial cell 8,,2,
2193,105_Sst HPF,,2,
2194,MAIT-like CD8+ T cell,,2,
2195,Neuron.Slc17a6.Rora.Fgf10,,2,
2196,Hepatocytes-29-6,,2,
2197,246_L5 PT CTX,,2,
2198,89_Sst,,2,
2199,Ureteric bud cell,,2,
2200,Dorsal hindbrain,,2,
2201,Inh L1-2 VIP PTGER3,,2,
2202,Polydendrocyte.Tnr.Ptprz1,,2,
2203,Neuron.Slc17a7.C1ql2-Penk,,2,
2204,385_VLMC,,2,
2205,TEGLU8,,2,
2206,proliferating monocyte,,2,
2207,Exc L3-4 RORB FOLH1B,,2,
2208,Pancreatic endocrine cell,,2,
2209,Mixed region astrocytes,,2,
2210,Hindbrain,,2,
2211,380_SMC-Peri,,2,
2212,Endothelial_Stalk.Flt1.Apold1,,2,
2213,Astrocyte.Gja1.Myoc,,2,
2214,Connective tissue progenitors-1,,2,
2215,Pharyngeal,,2,
2216,Cardiac muscle lineages-34-3,,2,
2217,Isthmic organizer cells-12-1,,2,
2218,Neuron.Gad1Gad2.Cplx3-Egln3,,2,
2219,Myocytes-13-13,,2,
2220,Neural Tube-14-6,,2,
2221,176_IT HATA,,2,
2222,Inh L1-4 VIP CHRNA2,,2,
2223,"L5 Hsd11b1, L4 Scnn1a",,2,
2224,234_L6 IT ENTl,,2,
2225,NeuronSlc17a7-Slc17a6.Syt6-Nnat,,2,
2226,Blood,,2,
2227,Neuron.Slc17a6.Shox2,,2,
2228,differentiated_P7,,2,
2229,nephron progenitor,,2,
2230,Neuron.Gad1Gad2.Sst-Chodl,,2,
2231,Granule neurons-28-5,,2,
2232,Fibroblasts3,,2,
2233,globose basal cell,,2,
2234,Inhibitory interneurons-27-13,,2,
2235,vascular cell,,2,
2236,Neuron.Slc17a7.Syt6-Sla,,2,
2237,184_L4/5 IT CTX,,2,
2238,367_Oligo,,2,
2239,"L6a Syt17, L6a Car12",,2,
2240,Neurons3,,2,
2241,218_L6 IT CTX,,2,
2242,Excitatory neurons-5-7,,2,
2243,Neuron.Chat-Gad1Gad2-Slc17a8.Nefm,,2,
2244,OPC L1-6 MYT1,,2,
2245,foregut,,2,
2246,White blood cells-31-1,,2,
2247,Premature oligodendrocyte-19-3,,2,
2248,Myoloid cell,,2,
2249,pMGE.125.FRZB,,2,
2250,100_Sst,,2,
2251,12_Lamp5,,2,
2252,decidual stromal cell (dS1),,2,
2253,Limb mesenchyme-25-7,,2,
2254,Neuron.Slc17a7.Parm1.Fos,,2,
2255,Sensory neurons-24-18,,2,
2256,cortical layer 4 excitatory neuron,,2,
2257,oMGE.125.PDGFRA,,2,
2258,Neural crest,,2,
2259,Neuron.Gad1Gad2.Drd1-Tpbg,,2,
2260,Neuron.Sc17a7.Calb1-Fos,,2,
2261,Exc L5-6 FEZF2 CFTR,,2,
2262,Inhibitory interneurons-27-14,,2,
2263,proliferating decidual natural killer cell (dNK p),,2,
2264,Chondroctye progenitors-21-12,,2,
2265,Sensory neurons-24-12,,2,
2266,"glutamatergic neuron of primary visual area, layer 5 and layer 5a",,2,
2267,Cortex-L2/3,,2,
2268,Ependymal cell-32-13,,2,
2269,Endothelial_Stalk.Flt1.Tgfb2,,2,
2270,123_Pvalb Vipr2,,2,
2271,39_Sncg,,2,
2272,15_Lamp5,,2,
2273,Inh L5-6 PVALB SST CRHR2,,2,
2274,Inhibitory neuron progenitors-18-8,,2,
2275,202_L5 IT CTX,,2,
2276,retinal bipolar neuron CCA2,,2,
2277,L5a Fam5c,,2,
2278,Postmitotic premature neurons-10-26,,2,
2279,Excitatory neurons-5-15,,2,
2280,Inh L1-2 VIP HTR3A,,2,
2281,Inh L3 PVALB SAMD13,,2,
2282,L5/6 NP,,2,
2283,"L6a Plcxd3, L5a Batf3",,2,
2284,endothelial,,2,
2285,Exc L3-5 RORB CMAHP,,2,
2286,Limb mesenchyme-25-11,,2,
2287,Obp2a+ Obp2b+ Obp1a+ Obp1b+ cell 2,,2,
2288,atypical olfactory sensory neuron,,2,
2289,Neural progenitor cells-9-5,,2,
2290,Rgs16/Dlx1,,2,
2291,L5b Cdh13,,2,
2292,"Ndnf Cxcl14, Vip Cxcl14_Car4",,2,
2293,ILC3,,2,
2294,Neuron.Slc17a6.Cacna2d1,,2,
2295,Postmitotic premature neurons-10-15,,2,
2296,Cholinergic neurons-33-19,,2,
2297,Exc L2-3 RORB CCDC68,,2,
2298,COP,,2,
2299,Oligodendrocyte Progenitors-11-7,,2,
2300,erythroid cell type 1,,2,
2301,decidual stromal cell (dS2),,2,
2302,Chondrocytes & osteoblasts-2-9,,2,
2303,Early mesenchyme,,2,
2304,Neural Tube-14-15,,2,
2305,45_Vip,,2,
2306,Mural.Rgs5Acta2.Acta2,,2,
2307,MITOTIC,,2,
2308,Neuron.Gad1Gad2.Adora2a-Nnat,,2,
2309,72_Sst,,2,
2310,proliferating neural progenitor cell 1,,2,
2311,Isthmic organizer cells-12-8,,2,
2312,Neuron.Gad1Gad2_Pvalb.Tac1,,2,
2313,Excitatory neurons-5-26,,2,
2314,Neuron.Th.Aldh1a1,,2,
2315,erythrocyte,,2,
2316,enteric glial cell,,2,
