id,title,description,topic,source,data_pubdate,data_source_url,source_project_id,status
240,Human Breast Cancer (Block A Section 2),10x Genomics obtained fresh frozen Invasive Ductal Carcinoma breast tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols - Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10 µm thickness were placed on Visium Gene Expression Slides.,cancer,10X_website,12/12/2019,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.0.0/V1_Breast_Cancer_Block_A_Section_2,STDS0000026,1
241,Human Breast Cancer (Block A Section 1),10x Genomics obtained fresh frozen Invasive Ductal Carcinoma breast tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols - Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10 µm thickness were placed on Visium Gene Expression Slides.,cancer,10X_website,23/06/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.1.0/V1_Breast_Cancer_Block_A_Section_1,STDS0000027,1
242,Invasive Ductal Carcinoma Stained With Fluorescent CD3 Antibody,"Visium Spatial Gene Expression Dataset processed with Spaceranger 1.2. Invasive ductal carcinoma was obtained from BioIVT: ASTERAND (Westbury, NY). Raw sequencing data (FASTQ and BAM files) are not included. This dataset is published in Nature Biotechnology: Spatial transcriptomics at subspot resolution with BayesSpace.",cancer,10X_website,11/05/2021,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/V1_Human_Invasive_Ductal_Carcinoma,STDS0000028,1
243,"Adult Mouse Brain Section 1 (Coronal). Stains: DAPI, Anti-NeuN","Adult 10 µm coronal section of mouse brain was obtained from tissue blocks purchased from BioIVT. The section was stained with antibodies and DAPI following Visium Spatial Protocols Tissue Preperation Guide (CG000240) with Methanol Fixation, Immunofluorescence Staining and Imaging for Visium Spatial Protocols (CG000312).",neuroscience,10X_website,23/06/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.1.0/V1_Adult_Mouse_Brain_Coronal_Section_1,STDS0000029,1
244,"Adult Mouse Brain Section 2 (Coronal). Stains: DAPI, Anti-GFAP, Anti-NeuN","Adult 10 µm coronal section of mouse brain was obtained from tissue blocks purchased from BioIVT. The section was stained with antibodies and DAPI following Visium Spatial Protocols Tissue Preparation Guide (CG000240) with Methanol Fixation, Immunofluorescence Staining and Imaging for Visium Spatial Protocols (CG000312).",neuroscience,10X_website,23/06/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.1.0/V1_Adult_Mouse_Brain_Coronal_Section_2,STDS0000030,1
245,"Adult Human Brain 2 (Cerebral Cortex, Unknown orientation). Stains: Anti-SNAP25, Anti-NFH","10 µm cerebral cortex section of human brain was obtained from tissue blocks purchased from BioIVT. The section was stained with antibodies and DAPI following Visium Spatial Protocols Tissue Preparation Guide (CG000240) with Methanol Fixation, Immunofluorescence Staining and Imaging for Visium Spatial Protocols (CG000312).",neuroscience,10X_website,23/06/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.1.0/V1_Human_Brain_Section_2,STDS0000031,1
246,"Adult Human Brain 1 (Cerebral Cortex, Unknown orientation). Stains: Anti-GFAP, Anti-NFH","10 µm cerebral cortex section of human brain was obtained from tissue blocks purchased from BioIVT. The section was stained with antibodies and DAPI following Visium Spatial Protocols Tissue Preparation Guide (CG000240) with Methanol Fixation, Immunofluorescence Staining and Imaging for Visium Spatial Protocols (CG000312).",neuroscience,10X_website,23/06/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.1.0/V1_Human_Brain_Section_1,STDS0000032,1
247,Human Colorectal Cancer: Whole Transcriptome Analysis,"10X Genomics obtained fresh frozen Invasive Adenocarcinoma of the large intestine tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained following Methanol Fixation, H&E Staining & Imaging for Visium Spatial Protocols (CG000160).",cancer,10X_website,27/10/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Parent_Visium_Human_ColorectalCancer,STDS0000033,1
248,"Human Colorectal Cancer: Targeted, Gene Signature Panel","10X Genomics obtained fresh frozen Invasive Adenocarcinoma of the large intestine tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained following Methanol Fixation, H&E Staining & Imaging for Visium Spatial Protocols (CG000160).",cancer,10X_website,27/10/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Targeted_Visium_Human_ColorectalCancer_GeneSignature,STDS0000034,1
249,"Human Ovarian Cancer: Whole Transcriptome Analysis. Stains: DAPI, Anti-PanCK, Anti-CD45","10X Genomics obtained fresh frozen Endometrial Adenocarcinoma of the ovary tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained with antibodies and DAPI following Methanol Fixation, Immunofluorescence Staining & Imaging for Visium Spatial Protocols (CG000312). The tissue was AJCC/UICC T1N0M0, Stage Group I.",cancer,10X_website,27/10/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Parent_Visium_Human_OvarianCancer,STDS0000035,1
250,"Human Ovarian Cancer: Targeted, Immunology Panel.  Stains: DAPI, Anti-PanCK, Anti-CD45","10X Genomics obtained fresh frozen Endometrial Adenocarcinoma of the ovary tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained with antibodies and DAPI following Methanol Fixation, Immunofluorescence Staining & Imaging for Visium Spatial Protocols (CG000312). The tissue was AJCC/UICC T1N0M0, Stage Group I.",cancer,10X_website,27/10/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Targeted_Visium_Human_OvarianCancer_Immunology,STDS0000036,1
251,"Human Ovarian Cancer: Targeted, Pan-Cancer Panel. Stains: DAPI, Anti-PanCK, Anti-CD45","10X Genomics obtained fresh frozen Endometrial Adenocarcinoma of the ovary tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained with antibodies and DAPI following Methanol Fixation, Immunofluorescence Staining & Imaging for Visium Spatial Protocols (CG000312). The tissue was AJCC/UICC T1N0M0, Stage Group I.",cancer,10X_website,27/10/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Targeted_Visium_Human_OvarianCancer_Pan_Cancer,STDS0000037,1
252,Human Breast Cancer: Whole Transcriptome Analysis,"10X Genomics obtained fresh frozen human Invasive Lobular Carcinoma breast tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained following Methanol Fixation, H&E Staining & Imaging for Visium Spatial Protocols (CG000160).",cancer,10X_website,27/10/2020,https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Parent_Visium_Human_BreastCancer,STDS0000038,1
