journal_name,journal_name_full_name
Clin Transl Allergy,Clinical and translational allergy
Rural Remote Health,Rural and remote health
Dev Neurobiol,Developmental neurobiology
Muscle Nerve,Muscle & nerve
Biochim Biophys Acta,Biochimica et biophysica acta
Biochem Soc Trans,Biochemical Society transactions
Mucosal Immunol,Mucosal immunology
Behav Brain Funct,Behavioral and brain functions
Australas Psychiatry,Australasian psychiatry
Australas Phys Eng Sci Med,Australasian physical & engineering sciences in medicine
Aust N Z J Public Health,Australian and New Zealand journal of public health
Aust Health Rev,Australian health review
J Gastrointestin Liver Dis,Journal of gastrointestinal and liver diseases
Saudi Med J,Saudi medical journal
J Health Soc Behav,Journal of health and social behavior
ASN Neuro,ASN neuro
Struct Chem,Structural chemistry
Pulmonology,Pulmonology
J Med Case Rep,Journal of medical case reports
Semin Thromb Hemost,Seminars in thrombosis and hemostasis
ASAIO J,ASAIO journal
J Pediatr Gastroenterol Nutr,Journal of pediatric gastroenterology and nutrition
Arch Orthop Trauma Surg,Archives of orthopaedic and trauma surgery
Handchir Mikrochir Plast Chir,"Handchirurgie, Mikrochirurgie, plastische Chirurgie"
Arch Med Sci,Archives of medical science
Arch Latinoam Nutr,Archivos latinoamericanos de nutricion
Arch Cardiovasc Dis,Archives of cardiovascular diseases
Antioxid Redox Signal,Antioxidants & redox signaling
Curr Opin Ophthalmol,Current opinion in ophthalmology
Eur J Dermatol,European journal of dermatology
Adv Mater,Advanced materials
Neuroimaging Clin N Am,Neuroimaging clinics of North America
Annu Rev Pathol,Annual review of pathology
Annu Rev Genet,Annual review of genetics
Mol Ecol,Molecular ecology
Reprod Biol,Reproductive biology
J Funct Biomater,Journal of functional biomaterials
Viral Immunol,Viral immunology
Indian J Cancer,Indian journal of cancer
Ann Ital Chir,Annali italiani di chirurgia
Ann Intern Med,Annals of internal medicine
Ann Hum Biol,Annals of human biology
J Cheminform,Journal of cheminformatics
Ann Gastroenterol Surg,Annals of gastroenterological surgery
Ann Fam Med,Annals of family medicine
Ann Dermatol Venereol,Annales de dermatologie et de venereologie
Ann Chir Plast Esthet,Annales de chirurgie plastique et esthetique
J Integr Med,Journal of integrative medicine
Cardiol Young,Cardiology in the young
Ann Agric Environ Med,Annals of agricultural and environmental medicine
Angle Orthod,The Angle orthodontist
Anaesthesiol Intensive Ther,Anaesthesiology intensive therapy
Anaerobe,Anaerobe
Am J Ther,American journal of therapeutics
Can J Psychiatry,Canadian journal of psychiatry. Revue canadienne de psychiatrie
Am J Physiol Regul Integr Comp Physiol,"American journal of physiology. Regulatory, integrative and comparative physiology"
Clin Nephrol,Clinical nephrology
Urologia,Urologia
Am J Orthopsychiatry,The American journal of orthopsychiatry
Biochem Biophys Rep,Biochemistry and biophysics reports
Am J Med Qual,American journal of medical quality
Am J Med Genet C Semin Med Genet,"American journal of medical genetics. Part C, Seminars in medical genetics"
Am J Ind Med,American journal of industrial medicine
Am J Geriatr Psychiatry,The American journal of geriatric psychiatry
Am J Epidemiol,American journal of epidemiology
Behav Brain Sci,The Behavioral and brain sciences
Am J Audiol,American journal of audiology
Am J Alzheimers Dis Other Demen,American journal of Alzheimer&  disease and other dementias
Phytomedicine,Phytomedicine
Alzheimer Dis Assoc Disord,Alzheimer disease and associated disorders
Aging Ment Health,Aging & mental health
J Control Release,Journal of controlled release
Joint Bone Spine,Joint bone spine
Afr J Med Med Sci,African journal of medicine and medical sciences
Psychogeriatrics,Psychogeriatrics
J Nucl Med Technol,Journal of nuclear medicine technology
Adv Wound Care (New Rochelle),Advances in wound care
Cell Microbiol,Cellular microbiology
Adv Sci (Weinh),Advanced science
Food Funct,Food & function
J Assist Reprod Genet,Journal of assisted reproduction and genetics
Adv Neurobiol,Advances in neurobiology
Adv Mod Oncol Res,Advances in modern oncology research
Adv Health Sci Educ Theory Pract,Advances in health sciences education
Acta Otolaryngol,Acta oto-laryngologica
Acta Odontol Latinoam,Acta odontologica latinoamericana
Acta Neurochir Suppl,Acta neurochirurgica. Supplement
Cardiovasc Eng Technol,Cardiovascular engineering and technology
Vaccine X,Vaccine
Acta Neurochir (Wien),Acta neurochirurgica
Ageing Res Rev,Ageing research reviews
Adv Physiol Educ,Advances in physiology education
Adv Healthc Mater,Advanced healthcare materials
J Healthc Manag,Journal of healthcare management / American College of Healthcare Executives
Semin Respir Crit Care Med,Seminars in respiratory and critical care medicine
Adm Policy Ment Health,Administration and policy in mental health
Mo Med,Missouri medicine
Acta Biochim Biophys Sin (Shanghai),Acta biochimica et biophysica Sinica
Expert Opin Drug Metab Toxicol,Expert opinion on drug metabolism & toxicology
Oral Radiol,Oral radiology
J Infect,The Journal of infection
Acta Med Hist Adriat,Acta medico-historica adriatica
Acta Haematol,Acta haematologica
Acta Chir Orthop Traumatol Cech,Acta chirurgiae orthopaedicae et traumatologiae Cechoslovaca
Abdom Radiol (NY),Abdominal radiology
Accid Anal Prev,Accident; analysis and prevention
Behav Processes,Behavioural processes
Cell Tissue Bank,Cell and tissue banking
J Pharm Sci,Journal of pharmaceutical sciences
Acad Pathol,Academic pathology
A A Case Rep,A & A case reports
Nat Rev Cardiol,Nature reviews Cardiology
Am J Physiol Cell Physiol,American journal of physiology Cell physiology
Arterioscler Thromb Vasc Biol,Arteriosclerosis thrombosis and vascular biology
Nat Rev Genet,Nature reviews Genetics
Neuropeptides,Neuropeptides
Anat Rec (Hoboken),Anatomical record
Cereb Cortex,Cerebral cortex
Radiat Res,Radiation research
Microsc Res Tech,Microscopy research and technique
J Vet Med Sci,The Journal of veterinary medical science
Arch Pharm Res,Archives of pharmacal research
J Bone Miner Res,Journal of bone and mineral research
Trends Neurosci,Trends in neurosciences
Naunyn Schmiedebergs Arch Pharmacol,Naunyn-Schmiedeberg & archives of pharmacology
Appl Opt,Applied optics
Chaos,Chaos
Biol Sex Differ,Biology of sex differences
Transl Stroke Res,Translational stroke research
Biosens Bioelectron,Biosensors & bioelectronics
Curr Protoc Mouse Biol,Current protocols in mouse biology
J Inherit Metab Dis,Journal of inherited metabolic disease
Genesis,Genesis
Biochim Biophys Acta Proteins Proteom,Biochimica et biophysica acta. Proteins and proteomics
Acta Biomater,Acta biomaterialia
Psychiatry Res,Psychiatry research
J Pharm Biomed Anal,Journal of pharmaceutical and biomedical analysis
J Appl Physiol (1985),Journal of applied physiology
Metabolomics,Metabolomics
J Mol Cell Cardiol,Journal of molecular and cellular cardiology
Anthropol Anz,Anthropologischer Anzeiger
J Crohns Colitis,Journal of Crohn's & colitis
Ultrastruct Pathol,Ultrastructural pathology
Hear Res,Hearing research
J Cell Sci,Journal of cell science
ScientificWorldJournal,TheScientificWorldJournal
Yakugaku Zasshi,Yakugaku zasshi
J Imaging,Journal of imaging
Front Comput Neurosci,Frontiers in computational neuroscience
EJNMMI Res,EJNMMI research
Brain Neurosci Adv,Brain and neuroscience advances
Anim Genet,Animal genetics
J Appl Bioinforma Comput Biol,Journal of applied bioinformatics & computational biology
Alzheimers Res Ther,Alzheimer&  research & therapy
J Opt Soc Am A Opt Image Sci Vis,"Journal of the Optical Society of America. A, Optics, image science, and vision"
Bioact Mater,Bioactive materials
Acta Histochem Cytochem,Acta histochemica et cytochemica
Opt Lett,Optics letters
Zoological Lett,Zoological letters
Methods Protoc,Methods and protocols
ACS Pharmacol Transl Sci,ACS pharmacology & translational science
Mol Cell Oncol,Molecular & cellular oncology
Vet World,Veterinary world
J Math Neurosci,Journal of mathematical neuroscience
Cancer Res Commun,Cancer research communications
Nat Rev Gastroenterol Hepatol,Nature reviews. Gastroenterology & hepatology
Nat Mater,Nature materials
Cell Mol Immunol,Cellular & molecular immunology
Nat Rev Endocrinol,Nature reviews. Endocrinology
J Innate Immun,Journal of innate immunity
Nano Lett,Nano letters
Adv Drug Deliv Rev,Advanced drug delivery reviews
Angiogenesis,Angiogenesis
Cell Immunol,Cellular immunology
Stem Cells Transl Med,Stem cells translational medicine
Organogenesis,Organogenesis
Microbiol Immunol,Microbiology and immunology
Annu Rev Nutr,Annual review of nutrition
Nucleic Acid Ther,Nucleic acid therapeutics
Expert Rev Gastroenterol Hepatol,Expert review of gastroenterology & hepatology
Alcohol Clin Exp Res,"Alcoholism, clinical and experimental research"
Nanomedicine (Lond),Nanomedicine
Curr Protoc Cell Biol,Current protocols in cell biology
Pituitary,Pituitary
Integr Biol (Camb),Integrative biology
Arch Virol,Archives of virology
J Dairy Sci,Journal of dairy science
Gen Comp Endocrinol,General and comparative endocrinology
Drug Metab Dispos,Drug metabolism and disposition
Fish Physiol Biochem,Fish physiology and biochemistry
Gene Ther,Gene therapy
Biopharm Drug Dispos,Biopharmaceutics & drug disposition
Aging Cell,Aging cell
J Nanobiotechnology,Journal of nanobiotechnology
J Pharmacokinet Pharmacodyn,Journal of pharmacokinetics and pharmacodynamics
Antiviral Res,Antiviral research
Analyst,The Analyst
ACS Appl Mater Interfaces,ACS applied materials & interfaces
J Infect Dis,The Journal of infectious diseases
Am J Clin Nutr,The American journal of clinical nutrition
Dev Comp Immunol,Developmental and comparative immunology
Turk J Haematol,Turkish journal of haematology
Fish Shellfish Immunol,Fish & shellfish immunology
Int J Pharm,International journal of pharmaceutics
Ann Transplant,Annals of transplantation
Int J Surg Pathol,International journal of surgical pathology
Nanotoxicology,Nanotoxicology
Aquat Toxicol,Aquatic toxicology
Nutr Metab Cardiovasc Dis,"Nutrition, metabolism, and cardiovascular diseases"
Alcohol,Alcohol
Reprod Fertil Dev,"Reproduction, fertility, and development"
Nitric Oxide,Nitric oxide
Microb Pathog,Microbial pathogenesis
Infect Immun,Infection and immunity
Bioorg Med Chem Lett,Bioorganic & medicinal chemistry letters
Wei Sheng Wu Xue Bao,Wei sheng wu xue bao
An Acad Bras Cienc,Anais da Academia Brasileira de Ciencias
Virulence,Virulence
Mol Biochem Parasitol,Molecular and biochemical parasitology
J Anim Physiol Anim Nutr (Berl),Journal of animal physiology and animal nutrition
J Gen Virol,The Journal of general virology
Food Chem Toxicol,Food and chemical toxicology
Carbohydr Polym,Carbohydrate polymers
Clin Mol Hepatol,Clinical and molecular hepatology
Biomater Adv,Biomaterials advances
J Inorg Biochem,Journal of inorganic biochemistry
Adv Immunol,Advances in immunology
Curr Drug Saf,Current drug safety
Am J Physiol Endocrinol Metab,American journal of physiology. Endocrinology and metabolism
Virol J,Virology journal
Biopreserv Biobank,Biopreservation and biobanking
Pharm Res,Pharmaceutical research
Clin Exp Immunol,Clinical and experimental immunology
Indian J Med Res,The Indian journal of medical research
Biotechnol Adv,Biotechnology advances
Curr Opin Lipidol,Current opinion in lipidology
Ann Hematol,Annals of hematology
Vet Parasitol Reg Stud Reports,"Veterinary parasitology, regional studies and reports"
J Hazard Mater,Journal of hazardous materials
Eur J Hum Genet,European journal of human genetics
Nat Microbiol,Nature microbiology
Xenotransplantation,Xenotransplantation
Stem Cells Cloning,Stem cells and cloning
Mikrochim Acta,Mikrochimica acta
Zygote,Zygote
Bio Protoc,Bio-protocol
Arab J Gastroenterol,Arab journal of gastroenterology
Inflamm Regen,Inflammation and regeneration
Expert Opin Biol Ther,Expert opinion on biological therapy
Curr Protoc Stem Cell Biol,Current protocols in stem cell biology
Mol Ecol Resour,Molecular ecology resources
Shock,Shock
Hepatobiliary Surg Nutr,Hepatobiliary surgery and nutrition
Chin Med,Chinese medicine
ACS Omega,ACS omega
Semin Immunopathol,Seminars in immunopathology
Pediatr Dev Pathol,Pediatric and developmental pathology
Clin Transl Discov,Clinical and translational discovery
Mol Ther Methods Clin Dev,Molecular therapy. Methods & clinical development
Infez Med,Le infezioni in medicina
Stem Cells Int,Stem cells international
J Assoc Physicians India,The Journal of the Association of Physicians of India
World J Transplant,World journal of transplantation
NPJ Regen Med,NPJ Regenerative medicine
Toxicol Rep,Toxicology reports
MethodsX,MethodsX
Pharmgenomics Pers Med,Pharmacogenomics and personalized medicine
Eur Heart J Open,European heart journal open
Virus Genes,Virus genes
Trends Microbiol,Trends in microbiology
Lancet Gastroenterol Hepatol,The lancet. Gastroenterology & hepatology
Sci Afr,Scientific African
ACS Appl Bio Mater,ACS applied bio materials
Mar Biotechnol (NY),Marine biotechnology
Hepat Mon,Hepatitis monthly
Evol Appl,Evolutionary applications
Int J Artif Organs,The International journal of artificial organs
Vet Microbiol,Veterinary microbiology
Development,Development
Science,Science
Med (N Y),Med
Annu Int Conf IEEE Eng Med Biol Soc,Annual International Conference of the IEEE Engineering in Medicine and Biology Society
Lung Cancer,Lung cancer
Hum Reprod,Human reproduction
Neoplasia,Neoplasia
Cell Oncol (Dordr),Cellular oncology
Cell Cycle,Cell cycle
