id,sample_id,project_id,experiment_id,species_id,species_ids,individual_id,name,description,species,cell_number,root_organ,organ,root_organ_ontology,organ_ontology,organ_note,source_sample_id,library_strategy,library_layout,library_selection,technology_name,technology_company,release_date,sequencer_name,sequencer_company,section_thickness,staining_protocol,RIN,DV200,reference_assembly
181429,SAM000181428,290,295,9606,9606,52781,p6_Far_S8,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4384983,RNA-Seq,PAIRED,cDNA,MARS-seq,Illumina,,NextSeq 550,Illumina,,,,,
181430,SAM000181429,290,295,9606,9606,52781,p6_Far_S9,,Homo sapiens,6896,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4384984,RNA-Seq,PAIRED,cDNA,MARS-seq,Illumina,,NextSeq 550,Illumina,,,,,
181431,SAM000181430,290,295,9606,9606,52782,p1_tc_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798979,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181432,SAM000181431,290,295,9606,9606,52782,p1_tc_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798980,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181433,SAM000181432,290,295,9606,9606,52782,p1_tc_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798981,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181434,SAM000181433,290,295,9606,9606,52783,p1_fz_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798982,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181435,SAM000181434,290,295,9606,9606,52783,p1_fz_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798983,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181436,SAM000181435,290,295,9606,9606,52783,p1_fz_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798984,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181437,SAM000181436,290,295,9606,9606,52784,p1_ti_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798985,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181438,SAM000181437,290,295,9606,9606,52784,p1_ti_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798986,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181439,SAM000181438,290,295,9606,9606,52784,p1_ti_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798987,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181440,SAM000181439,290,295,9606,9606,52785,p1_ftb_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798988,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181441,SAM000181440,290,295,9606,9606,52785,p1_ftb_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798989,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181442,SAM000181441,290,295,9606,9606,52785,p1_ftb_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798990,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181443,SAM000181442,290,295,9606,9606,52786,p3_tc_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798991,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181444,SAM000181443,290,295,9606,9606,52786,p3_tc_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798992,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181445,SAM000181444,290,295,9606,9606,52786,p3_tc_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798993,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181446,SAM000181445,290,295,9606,9606,52786,p3_tc_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798994,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181447,SAM000181446,290,295,9606,9606,52787,p3_fz_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798995,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181448,SAM000181447,290,295,9606,9606,52787,p3_fz_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798996,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181449,SAM000181448,290,295,9606,9606,52787,p3_fz_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798997,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181450,SAM000181449,290,295,9606,9606,52787,p3_fz_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798998,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181451,SAM000181450,290,295,9606,9606,52788,p3_ti_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4798999,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181452,SAM000181451,290,295,9606,9606,52788,p3_ti_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799000,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181453,SAM000181452,290,295,9606,9606,52788,p3_ti_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799001,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181454,SAM000181453,290,295,9606,9606,52789,p3_ftb_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799002,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181455,SAM000181454,290,295,9606,9606,52789,p3_ftb_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799003,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181456,SAM000181455,290,295,9606,9606,52789,p3_ftb_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799004,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181457,SAM000181456,290,295,9606,9606,52789,p3_ftb_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799005,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181458,SAM000181457,290,295,9606,9606,52790,p3_tb_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799006,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181459,SAM000181458,290,295,9606,9606,52790,p3_tb_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799007,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181460,SAM000181459,290,295,9606,9606,52790,p3_tb_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799008,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181461,SAM000181460,290,295,9606,9606,52790,p3_tb_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799009,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181462,SAM000181461,290,295,9606,9606,52791,p4_tc_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799010,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181463,SAM000181462,290,295,9606,9606,52791,p4_tc_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799011,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181464,SAM000181463,290,295,9606,9606,52791,p4_tc_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799012,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181465,SAM000181464,290,295,9606,9606,52791,p4_tc_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799013,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181466,SAM000181465,290,295,9606,9606,52792,p4_fz_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799014,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181467,SAM000181466,290,295,9606,9606,52792,p4_fz_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799015,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181468,SAM000181467,290,295,9606,9606,52792,p4_fz_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799016,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181469,SAM000181468,290,295,9606,9606,52792,p4_fz_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799017,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181470,SAM000181469,290,295,9606,9606,52793,p4_ti_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799018,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181471,SAM000181470,290,295,9606,9606,52793,p4_ti_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799019,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181472,SAM000181471,290,295,9606,9606,52793,p4_ti_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799020,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181473,SAM000181472,290,295,9606,9606,52793,p4_ti_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799021,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181474,SAM000181473,290,295,9606,9606,52794,p4_ftb_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799022,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181475,SAM000181474,290,295,9606,9606,52794,p4_ftb_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799023,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181476,SAM000181475,290,295,9606,9606,52794,p4_ftb_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799024,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181477,SAM000181476,290,295,9606,9606,52794,p4_ftb_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799025,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181478,SAM000181477,290,295,9606,9606,52795,p4_tb_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799026,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181479,SAM000181478,290,295,9606,9606,52795,p4_tb_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799027,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181480,SAM000181479,290,295,9606,9606,52795,p4_tb_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799028,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181481,SAM000181480,290,295,9606,9606,52795,p4_tb_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799029,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181482,SAM000181481,290,295,9606,9606,52796,p2_fz_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799030,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181483,SAM000181482,290,295,9606,9606,52796,p2_fz_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799031,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181484,SAM000181483,290,295,9606,9606,52796,p2_fz_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799032,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181485,SAM000181484,290,295,9606,9606,52796,p2_fz_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799033,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181486,SAM000181485,290,295,9606,9606,52797,p2_ti_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799034,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181487,SAM000181486,290,295,9606,9606,52797,p2_ti_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799035,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181488,SAM000181487,290,295,9606,9606,52797,p2_ti_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799036,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181489,SAM000181488,290,295,9606,9606,52797,p2_ti_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799037,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181490,SAM000181489,290,295,9606,9606,52798,p2_ftb_1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799038,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181491,SAM000181490,290,295,9606,9606,52798,p2_ftb_2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799039,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181492,SAM000181491,290,295,9606,9606,52798,p2_ftb_3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799040,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181493,SAM000181492,290,295,9606,9606,52798,p2_ftb_4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM4799041,RNA-Seq,PAIRED,cDNA,mcSCRB-seq,Wolfgang Enard's Lab,,NextSeq 550,Illumina,,,,,
181494,SAM000181493,291,296,9606,9606,52799,liver_S1,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172568,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181495,SAM000181494,291,296,9606,9606,52800,liver_S2,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172569,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181496,SAM000181495,291,296,9606,9606,52801,liver_S3,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172570,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181497,SAM000181496,291,296,9606,9606,52802,liver_S4,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172571,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181498,SAM000181497,291,296,9606,9606,52803,liver_S5,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172572,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181499,SAM000181498,291,296,9606,9606,52804,liver_S6,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172573,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181500,SAM000181499,291,296,9606,9606,52805,liver_S7,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172574,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181501,SAM000181500,291,296,9606,9606,52799,liver_S8,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172575,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181502,SAM000181501,291,296,9606,9606,52801,liver_S9,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172576,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181503,SAM000181502,291,296,9606,9606,52802,liver_S10,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172577,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181504,SAM000181503,291,296,9606,9606,52803,liver_S11,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172578,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181505,SAM000181504,291,296,9606,9606,52804,liver_S12,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172579,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181506,SAM000181505,291,296,9606,9606,52805,liver_S13,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172580,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181507,SAM000181506,291,296,9606,9606,52806,liver_S14,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172581,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181508,SAM000181507,291,296,9606,9606,52807,liver_S15,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172582,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181509,SAM000181508,291,296,9606,9606,52808,liver_S16,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172583,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181510,SAM000181509,291,296,9606,9606,52809,liver_S17,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172584,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181511,SAM000181510,291,296,9606,9606,52810,liver_S18,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172585,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181512,SAM000181511,291,296,9606,9606,52809,liver_S19,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172586,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181513,SAM000181512,291,296,9606,9606,52810,liver_S20,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172587,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181514,SAM000181513,291,296,9606,9606,52806,liver_S21,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172588,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181515,SAM000181514,291,296,9606,9606,52807,liver_S22,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172589,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181516,SAM000181515,291,296,9606,9606,52808,liver_S23,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5172590,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181517,SAM000181516,291,296,9606,9606,52809,LIB046507_TRA00182830_S1_quant,,Homo sapiens,72,blood,blood,UBERON:0000178,UBERON:0000178,CD14+ cells from PBMCs,GEO:GSM5172807,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181518,SAM000181517,291,296,9606,9606,52810,LIB046507_TRA00182832_S2_quant,,Homo sapiens,72,blood,blood,UBERON:0000178,UBERON:0000178,CD14+ cells from PBMCs,GEO:GSM5172808,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181519,SAM000181518,291,296,9606,9606,52811,LIB046507_TRA00182842_S3_quant,,Homo sapiens,72,liver,liver,UBERON:0002107,UBERON:0002107,stromal cells from liver,GEO:GSM5172809,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181520,SAM000181519,291,296,9606,9606,52812,LIB046507_TRA00182844_S4_quant,,Homo sapiens,72,liver,liver,UBERON:0002107,UBERON:0002107,stromal cells from liver,GEO:GSM5172810,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181521,SAM000181520,291,296,9606,9606,52813,LIB046507_TRA00182846_S5_quant,,Homo sapiens,72,liver,liver,UBERON:0002107,UBERON:0002107,stromal cells from liver,GEO:GSM5172811,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181522,SAM000181521,291,296,9606,9606,52814,LIB046507_TRA00182848_S6_quant,,Homo sapiens,72,liver,liver,UBERON:0002107,UBERON:0002107,stromal cells from liver,GEO:GSM5172812,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181523,SAM000181522,291,296,9606,9606,52815,LIB046507_TRA00182854_S7_quant,,Homo sapiens,72,blood,blood,UBERON:0000178,UBERON:0000178,CD14+ cells from PBMCs,GEO:GSM5172813,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181524,SAM000181523,291,296,9606,9606,52816,LIB046507_TRA00182856_S8_quant,,Homo sapiens,72,blood,blood,UBERON:0000178,UBERON:0000178,CD14+ cells from PBMCs,GEO:GSM5172814,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181525,SAM000181524,291,296,9606,9606,52817,LIB046507_TRA00182862_S9_quant,,Homo sapiens,72,blood,blood,UBERON:0000178,UBERON:0000178,CD14+ cells from PBMCs,GEO:GSM5172815,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181526,SAM000181525,291,296,9606,9606,52818,LIB046507_TRA00182864_S10_quant,,Homo sapiens,72,blood,blood,UBERON:0000178,UBERON:0000178,CD14+ cells from PBMCs,GEO:GSM5172816,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
181527,SAM000181526,291,296,9606,9606,52819,LIB046507_TRA00182870_S11_quant,,Homo sapiens,72,liver,liver,UBERON:0002107,UBERON:0002107,stromal cells from liver,GEO:GSM5172817,RNA-Seq,PAIRED,cDNA,10x Chromium,10X Genomics,,NextSeq 500,Illumina,,,,,
