celltype_name	celltype_id	name_type
Jaw and tooth progenitors-4-13	CTP0002732	name
Schwann cell precursor-23-19	CTP0001425	name
Neural Tube-14-2	CTP0002672	name
Definitive erythroid lineage-22-5	CTP0002007	name
Intermediate Mesoderm-3-4	CTP0001182	name
Schwann cell precursor-23-7	CTP0001141	name
Primitive erythroid lineage-26-5	CTP0003299	name
Chondroctye progenitors-21-14	CTP0001568	name
Neural progenitor cells-9-2	CTP0002373	name
Hepatocytes-29-9	CTP0001004	name
Intermediate Mesoderm-3-23	CTP0001017	name
Intermediate Mesoderm-3-10	CTP0003074	name
Epithelial cells-6-11	CTP0001241	name
Epithelial cells-6-1	CTP0003087	name
Cholinergic neurons-33-16	CTP0003423	name
Neural Tube-14-6	CTP0002220	name
Hepatocytes-29-5	CTP0000435	name
Inhibitory interneurons-27-3	CTP0002871	name
Intermediate Mesoderm-3-1	CTP0001747	name
Inhibitory neuron progenitors-18-16	CTP0002479	name
Granule neurons-28-14	CTP0002780	name
Endothelial cells-20-2	CTP0001097	name
Notochord cells-30-17	CTP0003355	name
Inhibitory interneurons-27-1	CTP0001815	name
Schwann cell precursor-23-17	CTP0003291	name
Inhibitory neurons-15-15	CTP0001354	name
Definitive erythroid lineage-22-19	CTP0003056	name
Stromal cells-16-7	CTP0002601	name
Hepatocytes-29-2	CTP0000529	name
Limb mesenchyme-25-2	CTP0003174	name
Melanocytes-36-10	CTP0001554	name
Inhibitory interneurons-27-14	CTP0002262	name
Ependymal cell-32-11	CTP0001627	name
Sensory neurons-24-13	CTP0000910	name
Intermediate Mesoderm-3-19	CTP0000634	name
Inhibitory neurons-15-20	CTP0002974	name
Stromal cells-16-10	CTP0000575	name
Chondrocytes & osteoblasts-2-14	CTP0001250	name
Early mesenchyme-8-17	CTP0002482	name
Sensory neurons-24-7	CTP0002800	name
Myocytes-13-16	CTP0001227	name
Limb mesenchyme-25-9	CTP0000752	name
Sensory neurons-24-15	CTP0002517	name
Neural progenitor cells-9-17	CTP0000401	name
Inhibitory neurons-15-1	CTP0001082	name
Notochord cells-30-14	CTP0001569	name
Hepatocytes-29-6	CTP0002196	name
Inhibitory interneurons-27-10	CTP0002989	name
Jaw and tooth progenitors-4-14	CTP0001492	name
Epithelial cells-6-6	CTP0001044	name
Inhibitory neuron progenitors-18-9	CTP0000904	name
Oligodendrocyte Progenitors-11-6	CTP0002656	name
Granule neurons-28-13	CTP0000970	name
Oligodendrocyte Progenitors-11-9	CTP0003191	name
Definitive erythroid lineage-22-12	CTP0001054	name
Inhibitory neurons-15-7	CTP0000376	name
Osteoblasts-17-12	CTP0000390	name
Premature oligodendrocyte-19-16	CTP0000650	name
Primitive erythroid lineage-26-1	CTP0001317	name
Melanocytes-36-9	CTP0000692	name
Primitive erythroid lineage-26-2	CTP0000948	name
Primitive erythroid lineage-26-3	CTP0000288	name
Intermediate Mesoderm-3-9	CTP0002167	name
Jaw and tooth progenitors-4-5	CTP0000884	name
Inhibitory interneurons-27-7	CTP0000315	name
Cholinergic neurons-33-13	CTP0002692	name
Jaw and tooth progenitors-4-19	CTP0000918	name
Ependymal cell-32-14	CTP0000766	name
Osteoblasts-17-14	CTP0002077	name
Inhibitory neuron progenitors-18-14	CTP0002662	name
Chondrocytes & osteoblasts-2-20	CTP0002720	name
Notochord cells-30-10	CTP0001869	name
Epithelial cells-6-3	CTP0002010	name
Ependymal cell-32-3	CTP0002548	name
Neural progenitor cells-9-6	CTP0003265	name
Premature oligodendrocyte-19-14	CTP0001730	name
Notochord cells-30-8	CTP0003097	name
Epithelial cells-6-9	CTP0001349	name
Stromal cells-16-12	CTP0001132	name
Jaw and tooth progenitors-4-7	CTP0002934	name
Inhibitory neuron progenitors-18-11	CTP0001311	name
Limb mesenchyme-25-4	CTP0002716	name
Oligodendrocyte Progenitors-11-16	CTP0002150	name
Sensory neurons-24-21	CTP0003477	name
Inhibitory neurons-15-17	CTP0000554	name
Stromal cells-16-5	CTP0003229	name
Postmitotic premature neurons-10-18	CTP0001440	name
Connective tissue progenitors-1-7	CTP0002478	name
Excitatory neurons-5-8	CTP0000290	name
Myocytes-13-17	CTP0003329	name
Granule neurons-28-16	CTP0002384	name
White blood cells-31-11	CTP0003330	name
Excitatory neurons-5-2	CTP0001664	name
Intermediate Mesoderm-3-8	CTP0001428	name
Neural progenitor cells-9-4	CTP0000681	name
Premature oligodendrocyte-19-4	CTP0003424	name
Isthmic organizer cells-12-1	CTP0002217	name
Early mesenchyme-8-8	CTP0003404	name
Notochord cells-30-1	CTP0001135	name
Epithelial cells-6-2	CTP0000829	name
Inhibitory neurons-15-4	CTP0002991	name
Cardiac muscle lineages-34-9	CTP0001545	name
Granule neurons-28-2	CTP0000381	name
Cholinergic neurons-33-1	CTP0001478	name
Premature oligodendrocyte-19-15	CTP0003278	name
Radial glia-7-15	CTP0003145	name
Epithelial cells-6-4	CTP0000709	name
Limb mesenchyme-25-10	CTP0002703	name
Isthmic organizer cells-12-15	CTP0001648	name
Isthmic organizer cells-12-8	CTP0002311	name
Sensory neurons-24-1	CTP0003372	name
Radial glia-7-1	CTP0002453	name
Radial glia-7-14	CTP0000721	name
Excitatory neurons-5-23	CTP0002544	name
Epithelial cells-6-7	CTP0000908	name
Neural Tube-14-10	CTP0003058	name
Epithelial cells-6-5	CTP0003152	name
Osteoblasts-17-11	CTP0002106	name
Radial glia-7-2	CTP0000571	name
Radial glia-7-13	CTP0002335	name
Neural Tube-14-5	CTP0001989	name
Premature oligodendrocyte-19-12	CTP0003393	name
Granule neurons-28-17	CTP0002110	name
Cholinergic neurons-33-10	CTP0002111	name
Inhibitory neuron progenitors-18-3	CTP0002923	name
Chondrocytes & osteoblasts-2-21	CTP0001708	name
Inhibitory neurons-15-18	CTP0000639	name
Intermediate Mesoderm-3-12	CTP0000977	name
Intermediate Mesoderm-3-15	CTP0000975	name
Endothelial cells-20-3	CTP0003322	name
Neural Tube-14-8	CTP0001954	name
Sensory neurons-24-14	CTP0001702	name
Chondrocytes & osteoblasts-2-16	CTP0002694	name
Oligodendrocyte Progenitors-11-8	CTP0000708	name
Definitive erythroid lineage-22-14	CTP0002530	name
Sensory neurons-24-2	CTP0000744	name
Definitive erythroid lineage-22-17	CTP0001691	name
Granule neurons-28-3	CTP0002913	name
Granule neurons-28-1	CTP0000988	name
Isthmic organizer cells-12-5	CTP0003294	name
Granule neurons-28-11	CTP0002807	name
Sensory neurons-24-8	CTP0003382	name
Definitive erythroid lineage-22-15	CTP0000354	name
Schwann cell precursor-23-9	CTP0001873	name
Schwann cell precursor-23-6	CTP0000782	name
Intermediate Mesoderm-3-14	CTP0001795	name
Cardiac muscle lineages-34-12	CTP0003116	name
Ependymal cell-32-10	CTP0000410	name
Stromal cells-16-8	CTP0001001	name
Epithelial cells-6-17	CTP0003304	name
Postmitotic premature neurons-10-17	CTP0002349	name
Epithelial cells-6-13	CTP0002172	name
Epithelial cells-6-15	CTP0000334	name
Sensory neurons-24-16	CTP0001649	name
Endothelial cells-20-11	CTP0002509	name
Definitive erythroid lineage-22-18	CTP0001826	name
Inhibitory neuron progenitors-18-17	CTP0001124	name
Melanocytes-36-7	CTP0003080	name
Premature oligodendrocyte-19-6	CTP0002875	name
Inhibitory neurons-15-11	CTP0002395	name
Early mesenchyme-8-14	CTP0001352	name
Connective tissue progenitors-1-1	CTP0001471	name
Chondroctye progenitors-21-9	CTP0001711	name
Radial glia-7-18	CTP0002680	name
Osteoblasts-17-9	CTP0001578	name
Neural Tube-14-15	CTP0002304	name
Neural progenitor cells-9-24	CTP0001532	name
Neural progenitor cells-9-14	CTP0003386	name
Osteoblasts-17-17	CTP0002015	name
Myocytes-13-6	CTP0001714	name
Stromal cells-16-6	CTP0001366	name
Schwann cell precursor-23-5	CTP0002876	name
Limb mesenchyme-25-7	CTP0002253	name
Myocytes-13-14	CTP0000660	name
Schwann cell precursor-23-15	CTP0002359	name
Intermediate Mesoderm-3-20	CTP0000303	name
Epithelial cells-6-28	CTP0002047	name
Excitatory neurons-5-17	CTP0000796	name
Inhibitory neurons-15-3	CTP0000418	name
Postmitotic premature neurons-10-21	CTP0002160	name
---	CTP0001976	name
Premature oligodendrocyte-19-11	CTP0001326	name
Postmitotic premature neurons-10-11	CTP0001525	name
Oligodendrocyte Progenitors-11-14	CTP0001579	name
Stromal cells-16-13	CTP0001768	name
Oligodendrocyte Progenitors-11-5	CTP0002635	name
Chondroctye progenitors-21-1	CTP0000717	name
Granule neurons-28-8	CTP0001225	name
Epithelial cells-6-20	CTP0000641	name
Neural progenitor cells-9-7	CTP0002543	name
Radial glia-7-12	CTP0002022	name
Sensory neurons-24-18	CTP0002255	name
Radial glia-7-17	CTP0002993	name
Early mesenchyme-8-5	CTP0001058	name
Inhibitory neuron progenitors-18-10	CTP0000869	name
Inhibitory neuron progenitors-18-8	CTP0002274	name
Excitatory neurons-5-6	CTP0000347	name
Cholinergic neurons-33-9	CTP0000761	name
Jaw and tooth progenitors-4-12	CTP0000440	name
Inhibitory neurons-15-2	CTP0002492	name
Inhibitory neurons-15-16	CTP0000643	name
Postmitotic premature neurons-10-19	CTP0000577	name
Isthmic organizer cells-12-10	CTP0002902	name
Neural Tube-14-13	CTP0000613	name
Radial glia-7-20	CTP0001677	name
Inhibitory neuron progenitors-18-12	CTP0001205	name
Myocytes-13-19	CTP0003405	name
Inhibitory neurons-15-12	CTP0001020	name
Epithelial cells-6-10	CTP0002667	name
Sensory neurons-24-22	CTP0001273	name
Endothelial cells-20-6	CTP0001083	name
Early mesenchyme-8-13	CTP0001930	name
Radial glia-7-5	CTP0000673	name
Intermediate Mesoderm-3-7	CTP0001327	name
Jaw and tooth progenitors-4-1	CTP0001442	name
Myocytes-13-21	CTP0002168	name
Myocytes-13-13	CTP0002219	name
Chondroctye progenitors-21-10	CTP0000273	name
Premature oligodendrocyte-19-2	CTP0001659	name
White blood cells-31-5	CTP0003019	name
Epithelial cells-6-21	CTP0001374	name
Cholinergic neurons-33-7	CTP0001733	name
Jaw and tooth progenitors-4-18	CTP0002781	name
Inhibitory neurons-15-6	CTP0000751	name
Jaw and tooth progenitors-4-3	CTP0002495	name
Early mesenchyme-8-9	CTP0001761	name
Intermediate Mesoderm-3-2	CTP0000606	name
Chondrocytes & osteoblasts-2-15	CTP0002183	name
Early mesenchyme-8-2	CTP0003310	name
Postmitotic premature neurons-10-5	CTP0002705	name
Definitive erythroid lineage-22-7	CTP0000775	name
Neural progenitor cells-9-1	CTP0000623	name
Jaw and tooth progenitors-4-8	CTP0002093	name
Isthmic organizer cells-12-16	CTP0000892	name
Osteoblasts-17-16	CTP0000952	name
Neural progenitor cells-9-22	CTP0002661	name
Chondroctye progenitors-21-4	CTP0000546	name
Neural progenitor cells-9-12	CTP0001047	name
Sensory neurons-24-5	CTP0000624	name
Myocytes-13-11	CTP0000685	name
Notochord cells-30-12	CTP0001597	name
Endothelial cells-20-14	CTP0001732	name
Postmitotic premature neurons-10-3	CTP0003150	name
Chondroctye progenitors-21-13	CTP0002817	name
Limb mesenchyme-25-8	CTP0002602	name
Connective tissue progenitors-1-3	CTP0000711	name
Neural progenitor cells-9-3	CTP0002637	name
Excitatory neurons-5-11	CTP0001685	name
Inhibitory neurons-15-14	CTP0002328	name
Notochord cells-30-16	CTP0001313	name
Oligodendrocyte Progenitors-11-15	CTP0003183	name
Radial glia-7-19	CTP0001285	name
Hepatocytes-29-11	CTP0002764	name
Postmitotic premature neurons-10-15	CTP0002295	name
Postmitotic premature neurons-10-12	CTP0001256	name
Limb mesenchyme-25-3	CTP0003041	name
Cholinergic neurons-33-8	CTP0002127	name
Neural progenitor cells-9-21	CTP0003212	name
Ependymal cell-32-9	CTP0000980	name
Sensory neurons-24-3	CTP0003048	name
Premature oligodendrocyte-19-7	CTP0000767	name
Premature oligodendrocyte-19-3	CTP0002247	name
Endothelial cells-20-8	CTP0001831	name
Early mesenchyme-8-18	CTP0003190	name
Definitive erythroid lineage-22-1	CTP0001716	name
Limb mesenchyme-25-11	CTP0002286	name
Excitatory neurons-5-19	CTP0001086	name
Chondrocytes & osteoblasts-2-6	CTP0001968	name
Intermediate Mesoderm-3-3	CTP0001451	name
Connective tissue progenitors-1-2	CTP0002640	name
Radial glia-7-7	CTP0003089	name
Excitatory neurons-5-22	CTP0000718	name
Schwann cell precursor-23-8	CTP0000925	name
Intermediate Mesoderm-3-11	CTP0001871	name
Jaw and tooth progenitors-4-2	CTP0000866	name
Connective tissue progenitors-1-8	CTP0002387	name
Oligodendrocyte Progenitors-11-7	CTP0002299	name
Intermediate Mesoderm-3-21	CTP0001175	name
Chondrocytes & osteoblasts-2-4	CTP0000773	name
Chondrocytes & osteoblasts-2-17	CTP0000555	name
Cardiac muscle lineages-34-6	CTP0000433	name
Neural progenitor cells-9-26	CTP0000329	name
Sensory neurons-24-6	CTP0000337	name
Notochord cells-30-18	CTP0002829	name
Oligodendrocyte Progenitors-11-2	CTP0001136	name
Cholinergic neurons-33-15	CTP0003049	name
Connective tissue progenitors-1-6	CTP0002971	name
Definitive erythroid lineage-22-20	CTP0003307	name
Excitatory neurons-5-10	CTP0001042	name
Neural Tube-14-1	CTP0003417	name
Early mesenchyme-8-1	CTP0003071	name
Excitatory neurons-5-20	CTP0000896	name
Stromal cells-16-4	CTP0000644	name
Connective tissue progenitors-1-5	CTP0001811	name
Definitive erythroid lineage-22-3	CTP0002981	name
Radial glia-7-8	CTP0001411	name
Definitive erythroid lineage-22-11	CTP0003242	name
Myocytes-13-18	CTP0000674	name
Sensory neurons-24-10	CTP0002354	name
Limb mesenchyme-25-1	CTP0003267	name
Cholinergic neurons-33-5	CTP0002778	name
Endothelial cells-20-1	CTP0002578	name
Granule neurons-28-5	CTP0002231	name
Chondroctye progenitors-21-12	CTP0002264	name
Cholinergic neurons-33-4	CTP0001556	name
Excitatory neurons-5-18	CTP0002771	name
Limb mesenchyme-25-6	CTP0002773	name
Inhibitory neurons-15-19	CTP0000843	name
Inhibitory neurons-15-21	CTP0003213	name
Excitatory neurons-5-27	CTP0001316	name
Neural progenitor cells-9-23	CTP0001510	name
Limb mesenchyme-25-5	CTP0002438	name
Isthmic organizer cells-12-7	CTP0002043	name
Definitive erythroid lineage-22-10	CTP0000459	name
Early mesenchyme-8-3	CTP0002155	name
Radial glia-7-9	CTP0001479	name
Granule neurons-28-9	CTP0001307	name
Chondrocytes & osteoblasts-2-13	CTP0000455	name
Jaw and tooth progenitors-4-15	CTP0002134	name
Schwann cell precursor-23-12	CTP0000651	name
Premature oligodendrocyte-19-13	CTP0003184	name
Definitive erythroid lineage-22-16	CTP0001942	name
Neural Tube-14-9	CTP0000326	name
Ependymal cell-32-15	CTP0001009	name
Chondrocytes & osteoblasts-2-11	CTP0000811	name
Myocytes-13-20	CTP0000878	name
Jaw and tooth progenitors-4-9	CTP0001264	name
Inhibitory interneurons-27-13	CTP0002234	name
Inhibitory interneurons-27-17	CTP0000561	name
Neural Tube-14-4	CTP0002554	name
Radial glia-7-6	CTP0001238	name
Cardiac muscle lineages-34-10	CTP0002815	name
Cholinergic neurons-33-6	CTP0002861	name
Epithelial cells-6-8	CTP0000987	name
Schwann cell precursor-23-3	CTP0001444	name
Inhibitory neurons-15-5	CTP0001162	name
Osteoblasts-17-3	CTP0003308	name
Neural progenitor cells-9-8	CTP0002549	name
Inhibitory neuron progenitors-18-4	CTP0003437	name
Postmitotic premature neurons-10-9	CTP0000844	name
Isthmic organizer cells-12-9	CTP0003163	name
Postmitotic premature neurons-10-23	CTP0001072	name
Myocytes-13-2	CTP0001209	name
Excitatory neurons-5-7	CTP0002242	name
Radial glia-7-16	CTP0001660	name
Chondrocytes & osteoblasts-2-10	CTP0003185	name
Postmitotic premature neurons-10-2	CTP0000891	name
Jaw and tooth progenitors-4-16	CTP0001171	name
Excitatory neurons-5-21	CTP0001770	name
Myocytes-13-1	CTP0003389	name
Postmitotic premature neurons-10-10	CTP0001501	name
Radial glia-7-11	CTP0001151	name
Chondroctye progenitors-21-3	CTP0001503	name
Excitatory neurons-5-16	CTP0002405	name
Radial glia-7-4	CTP0002018	name
Chondrocytes & osteoblasts-2-9	CTP0002302	name
Chondrocytes & osteoblasts-2-8	CTP0003053	name
Intermediate Mesoderm-3-18	CTP0002744	name
Excitatory neurons-5-24	CTP0002572	name
Myocytes-13-3	CTP0001073	name
Intermediate Mesoderm-3-5	CTP0000856	name
Chondrocytes & osteoblasts-2-1	CTP0002131	name
Epithelial cells-6-12	CTP0000656	name
Endothelial cells-20-4	CTP0002736	name
Vascular cells	CTP0002827	name
Vascular endothelial cells	CTP0001344	name
Immune cells	CTP0000966	name
Microglia	CTP0003422	name
Vascular and leptomeningeal cells	CTP0000668	name
Vascular smooth muscle cells	CTP0003266	name
Glia	CTP0001272	name
CNS glia	CTP0002350	name
Astroependymal cells	CTP0001878	name
Ependymal cells	CTP0000469	name
Astrocytes	CTP0002653	name
Choroid epithelial cells	CTP0002700	name
Neurons	CTP0002891	name
PNS neurons	CTP0000563	name
Peripheral sensory neurons	CTP0003457	name
Peripheral sensory non-peptidergic neurons	CTP0000880	name
Peripheral sensory neurofilament neurons	CTP0001862	name
Peripheral sensory peptidergic neurons	CTP0002587	name
Sympathetic neurons	CTP0002952	name
Sympathetic cholinergic neurons	CTP0000283	name
Sympathetic noradrenergic neurons	CTP0002588	name
Perivascular macrophages	CTP0001781	name
Neural crest-like glia	CTP0002063	name
Satellite glia	CTP0002610	name
Schwann cells	CTP0001394	name
CNS neurons	CTP0002075	name
Immature neural	CTP0003268	name
Non-glutamatergic neuroblasts	CTP0001099	name
Di- and mesencephalon neurons	CTP0002884	name
Di- and mesencephalon excitatory neurons	CTP0003159	name
Hindbrain neurons	CTP0000760	name
Glutamatergic neuroblasts	CTP0001904	name
Cholinergic, monoaminergic and peptidergic neurons	CTP0003098	name
Peptidergic neurons	CTP0002126	name
Telencephalon interneurons	CTP0000493	name
Telencephalon inhibitory interneurons	CTP0000787	name
Olfactory inhibitory neurons	CTP0001494	name
Cholinergic and monoaminergic neurons	CTP0001990	name
Subventricular zone radial glia-like cells	CTP0001816	name
Dentate gyrus radial glia-like cells	CTP0002621	name
Olfactory ensheathing cells	CTP0002737	name
Spinal cord neurons	CTP0001061	name
Spinal cord excitatory neurons	CTP0002536	name
Telencephalon projecting neurons	CTP0001646	name
Telencephalon projecting inhibitory neurons	CTP0003029	name
Oligodendrocytes	CTP0000921	name
Enteric glia	CTP0001907	name
Enteric neurons	CTP0001461	name
Telencephalon projecting excitatory neurons	CTP0001891	name
Cerebellum neurons	CTP0002510	name
Di- and mesencephalon inhibitory neurons	CTP0002881	name
Spinal cord inhibitory neurons	CTP0000724	name
Oligodendrocyte precursor cells	CTP0002083	name
Dentate gyrus granule neurons	CTP0001031	name
Subcommissural organ hypendymal cells	CTP0001150	name
Diencephalic roof plate	CTP0001362	name
glioblast	CTP0000266	name
CL:0000030	CTP0000266	ontology
Glioblast	CTP0000266	alias
Midbrain	CTP0000671	name
Neuroblast	CTP0001497	name
Midbrain GABAergic	CTP0001956	name
Forebrain glutamatergic	CTP0000881	name
Committed oligodendrocyte precursor	CTP0002673	name
Forebrain GABAergic	CTP0002992	name
Cajal-Retzius	CTP0000733	name
Forebrain	CTP0003401	name
PreOPC	CTP0002525	name
Mixed region	CTP0003433	name
Mixed region astrocytes	CTP0002209	name
Spinal cord	CTP0000474	name
oligodendrocyte precursor cell	CTP0000177	name
CL:0002453	CTP0000177	ontology
Oligodendrocyte precursor cell	CTP0000177	alias
Undefined	CTP0003057	name
motor neuron	CTP0000270	name
CL:0000100	CTP0000270	ontology
Motor neuron	CTP0000270	alias
sensory neuron	CTP0000271	name
CL:0000101	CTP0000271	ontology
Sensory neuron	CTP0000271	alias
Midbrain glutamatergic	CTP0002718	name
Hindbrain glutamatergic	CTP0001876	name
Hindbrain glycinergic	CTP0001920	name
Hindbrain	CTP0002210	name
Hindbrain GABAergic	CTP0002358	name
Spinal cord glutamatergic	CTP0000550	name
Mixed region glutamatergic	CTP0000416	name
Hypothalamus	CTP0003228	name
Ependymal-like	CTP0001807	name
Ependymal	CTP0002631	name
Late isthmic organizer	CTP0002585	name
Bergmann glia	CTP0001399	name
Choroid plexus	CTP0001638	name
olfactory ensheathing cell	CTP0000201	name
CL:0011028	CTP0000201	ontology
Olfactory ensheathing cell	CTP0000201	alias
Subcommissural organ	CTP0000412	name
Subcommissural organ hypendymal cell	CTP0002489	name
Pineal gland	CTP0002589	name
Dorsal hindbrain and spinal cord	CTP0000805	name
Diencephalon	CTP0003133	name
Dorsal hindbrain	CTP0002200	name
Cortical hem	CTP0003461	name
Mixed region and neurotransmitter	CTP0000742	name
Midbrain dopaminergic	CTP0003473	name
Dorsal midbrain glutamatergic	CTP0001221	name
Cerebellum glutamatergic	CTP0002170	name
Diencephalon glutamatergic	CTP0000495	name
Pituitary neuroendocrine	CTP0000664	name
Epithalamus glutamatergic	CTP0002911	name
Mixed region GABAergic	CTP0001232	name
Spinal cord glycinergic	CTP0000635	name
Cerebellum GABAergic	CTP0002699	name
Posterior hindbrain glutamatergic	CTP0002352	name
Cortical or hippocampal glutamatergic	CTP0001894	name
Neuronal intermediate progenitor	CTP0000501	name
Thalamus glutamatergic	CTP0002767	name
Hindbrain serotoninergic	CTP0001360	name
Hypothalamus glutamatergic	CTP0001507	name
Midbrain-hindbrain GABAergic	CTP0002076	name
Perivascular fibroblast-like cells	CTP0001253	name
Pia 1	CTP0002454	name
Early fibroblasts	CTP0002098	name
Pia 2	CTP0001210	name
Blood	CTP0002226	name
Erythroid progenitor	CTP0003100	name
erythrocyte	CTP0000178	name
CL:0000232	CTP0000178	ontology
Erythrocyte	CTP0000178	alias
Chondrocytes	CTP0003091	name
Pia 3	CTP0001834	name
Arachnoid	CTP0003371	name
Intermediate meninges 2	CTP0001039	name
Arachnoid barrier cells	CTP0000726	name
Dura	CTP0002515	name
Vascular	CTP0001676	name
Intermediate meninges 1	CTP0001991	name
Neural tube	CTP0002408	name
Caudal	CTP0001514	name
Optic cup	CTP0000557	name
Anterior	CTP0002862	name
Mesenchyme	CTP0002002	name
Floor plate	CTP0001788	name
Neural crest	CTP0002258	name
Mesoderm	CTP0002632	name
Pharyngeal	CTP0002215	name
Bad cells	CTP0003001	name
Paraxial	CTP0003177	name
Cardiac	CTP0001925	name
Neuromesodermal progenitors	CTP0003009	name
Gastrulation	CTP0001941	name
Hematoendothelial lineage	CTP0002741	name
Nascent mesoderm	CTP0000422	name
Epiblast	CTP0002761	name
Primordial germ cells	CTP0001229	name
Osteochondral mesoderm	CTP0001855	name
Endoderm	CTP0002032	name
Extraembryonic ectoderm	CTP0002442	name
Parietal endoderm	CTP0002406	name
Visceral endoderm	CTP0002400	name
Cardiac mesoderm	CTP0000759	name
Extraembryonic endoderm	CTP0003455	name
Definitive endoderm	CTP0001393	name
Fourth-ventricle roof plate	CTP0001645	name
Early choroid plexus	CTP0003178	name
Node	CTP0001961	name
Anterior primitive streak	CTP0000847	name
Ectoderm	CTP0001620	name
Olfactory epithelium	CTP0001757	name
Olfactory pit	CTP0002118	name
Lateral nasal pit	CTP0000659	name
Early ectoderm	CTP0001840	name
Gut	CTP0001970	name
Dorsal early ectoderm	CTP0002054	name
Surface ectoderm	CTP0001005	name
Oral ectoderm	CTP0002931	name
Adenohypophyseal placode	CTP0003344	name
Otic vesicle	CTP0000364	name
Pharyngeal epithelium	CTP0001874	name
Dorsal forebrain	CTP0002097	name
Ventral hindbrain	CTP0003255	name
Ventral midbrain	CTP0001794	name
Midbrain-hindbrain boundary	CTP0000488	name
Immune	CTP0000444	name
Infiltrating immune	CTP0000508	name
platelet	CTP0000071	name
CL:0000233	CTP0000071	ontology
Platelet	CTP0000071	alias
Early macrophage	CTP0001286	name
Forebrain astrocyte	CTP0002606	name
Dorsal midbrain	CTP0000406	name
Anteromedial cerebral pole	CTP0000678	name
Roof plate	CTP0001383	name
Dorsal diencephalon	CTP0001320	name
Midbrain basal plate	CTP0001905	name
Hindbrain roof plate	CTP0001251	name
Midbrain floor plate	CTP0001220	name
Hypothalamic floor-plate like	CTP0002317	name
Zona limitans intrathalamica	CTP0002534	name
Hindbrain floor plate	CTP0001443	name
Angioblast	CTP0001712	name
Endothelial	CTP0002284	name
Axon tract-associated microglia	CTP0001670	name
Pericyte	CTP0001416	name
Vascular smooth muscle	CTP0001106	name
Non-cycling perivascular macrophages	CTP0000341	name
Cycling perivascular macrophages	CTP0001284	name
Cycling microglia	CTP0002997	name
Non-cycling microglia	CTP0001373	name
Radial glia cell	CTP0001769	name
Forebrain neuron	CTP0002437	name
Forebrain radial glia cell	CTP0001592	name
olfactory epithelial cell	CTP0000106	name
CL:0002167	CTP0000106	ontology
Olfactory epithelial cell	CTP0000106	alias
myoblast	CTP0000267	name
CL:0000056	CTP0000267	ontology
Myoblast	CTP0000267	alias
Facial fibroblast	CTP0002776	name
Dorsal midbrain neuron	CTP0002910	name
Limb fibroblast	CTP0001127	name
Ganglion	CTP0001867	name
Meninges cell	CTP0001053	name
Immune cell	CTP0002846	name
Mid-/hindbrain and spinal cord neuron	CTP0000485	name
Connective tissue	CTP0003000	name
Spinal cord neuron	CTP0001973	name
Mucosal epithelium	CTP0001226	name
Smooth muscle	CTP0001458	name
Sympathetic nerve	CTP0002380	name
Inner ear	CTP0002141	name
Cartilage primordium	CTP0001599	name
Bone	CTP0000424	name
Jaw and tooth	CTP0002055	name
Meninges	CTP0001369	name
Brain	CTP0000816	name
keratinocyte	CTP0000132	name
CL:0000312	CTP0000132	ontology
Keratinocyte	CTP0000132	alias
Epidermis	CTP0002627	name
Cavity	CTP0000562	name
Cardiomyocyte	CTP0002356	name
Thalamus neuron	CTP0001191	name
Dermomyotome	CTP0001188	name
Primitive gut tube	CTP0002426	name
Lung primordium	CTP0002351	name
Branchial arch	CTP0001948	name
AGM	CTP0003105	name
Sclerotome	CTP0002745	name
Lung	CTP0002869	name
Eye	CTP0001484	name
Cartilage	CTP0001865	name
Blood vessel	CTP0003301	name
GI tract	CTP0003430	name
Liver	CTP0002100	name
Heart	CTP0001885	name
Urogenital ridge	CTP0001079	name
Head mesenchyme	CTP0000694	name
Dorsal root ganglion	CTP0001653	name
Muscle	CTP0002512	name
Thymus	CTP0000754	name
OPC	CTP0003017	name
DA neuron	CTP0001861	name
IN thalamus	CTP0001589	name
Astr5	CTP0002048	name
Astr4	CTP0003138	name
EX L6	CTP0001101	name
EX Mb	CTP0000998	name
EX L4	CTP0003298	name
Astr3	CTP0003435	name
IN Vip+	CTP0002091	name
Endothelium	CTP0002462	name
EX L2/3	CTP0002322	name
IN Pvalb+Gad1+	CTP0000592	name
Olig	CTP0002907	name
Astr2	CTP0002053	name
Meninge	CTP0002050	name
EX thalamus	CTP0001103	name
EX L5/6	CTP0001040	name
Facial nerve	CTP0003120	name
Submandibular gland	CTP0000932	name
Ovary	CTP0001682	name
Adipose tissue	CTP0002444	name
Pancreas	CTP0001950	name
EX CA	CTP0000515	name
GCL-D	CTP0002190	name
ML	CTP0003081	name
IPL	CTP0003369	name
SEZ	CTP0001541	name
GCL-E	CTP0000917	name
GCL-I	CTP0001346	name
OPL	CTP0002383	name
ONL	CTP0003099	name
GL	CTP0001122	name
Smooth muscle cells	CTP0001341	name
IN Sst+	CTP0001684	name
EX	CTP0001140	name
Astr1	CTP0002738	name
GN DG	CTP0002755	name
IN Pvalb+	CTP0000534	name
Adrenal gland	CTP0001778	name
Kidney	CTP0001779	name
Mesentery	CTP0000386	name
Mesothelium	CTP0000429	name
Urethra	CTP0001993	name
Endo	CTP0000304	name
GlioB	CTP0001406	name
NeuB	CTP0000874	name
GABA Neu	CTP0000640	name
Micro	CTP0003162	name
Glu NeuB	CTP0001342	name
