celltype_id	celltype_standard	celltype_ontology	status	def
CTP0000112	nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa	CL:2000094	standard	" ""Any epithelial cell of viscerocranial mucosa that is part of a nasal cavity respiratory epithelium."" [GOC:TermGenie]"
CTP0000113	type-6 epithelial cell of thymus	CL:0002295	standard	" ""A thymic epithelial cell that has an eccentric, round, or irregularly shaped hetero or euchromatic nucleus. The hallmark of this cell type is the presence of vacuoles, which are clustered in one area of the cytoplasm in the vicinity of the nucleus. The vacuoles are small and acquire a grape-like form, occasionally showing delicate internal microvillous projections."" [GOC:tfm, PMID:19721455, PMID:9264335]"
CTP0000114	endothelial tip cell	CL:0000704	standard	" ""A specialized endothelial cell that senses extracellular signals and guides the directed growth of blood vessels."" [PMID:15376331]"
CTP0000115	epithelial cell of large intestine	CL:0002253	standard	" ""An epithelial cell of the large intestine."" [GOC:tfm]"
CTP0000116	smooth muscle cell of large intestine	CL:1000279	standard	" ""A smooth muscle cell that is part of the large intestine."" [GOC:tfm]"
CTP0000117	endothelial stalk cell	CL:0002671	standard	" ""An endothelial stalk cell is a specialized endothelial cell that follows behind the tip cell of an angiogenic sprout."" [GOC:tfm, PMID:21521739]"
CTP0000118	enterocyte of epithelium of large intestine	CL:0002071	standard	" ""Columnar cell which populate the epithelium of large intestine and absorb water. This cell is the most numerous of the epithelial cell types in the large intestine; bear apical microvilli, contain secretory granules in their apical cytoplasm; secretion appears to be largely mucins, but is also rich in antibodies of the IgA type."" [GOC:tfm, ISBN:0517223651]"
CTP0000119	brush cell of epithelium proper of large intestine	CL:0002203	standard	" ""Brush cell found in the epithelial layer of the colon."" [GOC:tfm]"
CTP0000120	hematopoietic precursor cell	CL:0008001	standard	" ""Any hematopoietic cell that is a precursor of some other hematopoietic cell type."" [GOC:dos]"
CTP0000121	promonocyte	CL:0000559	standard	" ""A precursor in the monocytic series, being a cell intermediate in development between the monoblast and monocyte. This cell is CD11b-positive and has fine azurophil granules."" [GOC:tfm, ISBN:0721601464]"
CTP0000122	Fraction A pre-pro B cell	CL:0002045	standard	" ""A pro-B cell that CD45R/B220-positive, CD43-positive, HSA-low, BP-1-negative and Ly6c-negative. This cell type is also described as being lin-negative, AA4-positive, Kit-positive, IL7Ra-positive and CD45R-positive."" [GOC:ak, GOC:tfm, http://www.immgen.org/index_content.html, PMID:12633665, PMID:17582343]"
CTP0000123	early pro-B cell	CL:0002046	standard	" ""A pro-B cell that is CD22-positive, CD34-positive, CD38-positive and TdT-positive (has TdT activity). Pre-BCR is expressed on the cell surface. Cell is CD19-negative, CD20-negative, complement receptor type 2-negative and CD10-low. D-to-J recombination of the heavy chain occurs at this stage."" [GOC:dsd, GOC:tfm, PMID:18432934]"
CTP0000124	basophil	CL:0000767	standard	" ""Any of the immature or mature forms of a granular leukocyte that in its mature form has an irregularly shaped, pale-staining nucleus that is partially constricted into two lobes, and with cytoplasm that contains coarse, bluish-black granules of variable size. Basophils contain vasoactive amines such as histamine and serotonin, which are released on appropriate stimulation. A basophil is CD123-positive, CD193-positive, CD203c-positive, and FceRIa-positive."" [GOC:add, GOC:amm, GOC:dsd, GOC:tfm, ISBN:0721601464, MESH:D001491, PMCID:PMC2626675, PMID:11927641, PMID:19741522, PMID:21236338, PMID:9933081]"
CTP0000125	late pro-B cell	CL:0002048	standard	" ""A pre-B cell precursor is CD19-low, CD22-positive , CD34-positive, CD38-positive."" [GOC:dsd, GOC:tfm, PMID:18432934]"
CTP0000126	erythroblast	CL:0000765	standard	" ""A nucleated precursor of an erythrocyte that lacks hematopoietic lineage markers."" [GOC:add, ISBN:0721601464, PMID:18174176]"
CTP0000127	granulocytopoietic cell	CL:0002191	standard	" ""A cell involved in the formation of a granulocyte."" [GOC:tfm]"
CTP0000128	lung endothelial cell	CL:1001567	standard	
CTP0000129	proerythroblast	CL:0000547	standard	" ""An immature, nucleated erythrocyte occupying the stage of erythropoeisis that follows formation of erythroid progenitor cells. This cell is CD71-positive, has both a nucleus and a nucleolus, and lacks hematopoeitic lineage markers."" [ISBN:0721601464, MESH:A11.118.290.350.200, PMID:1638021]"
CTP0000130	Langerhans cell	CL:0000453	standard	" ""Langerhans cell is a conventional dendritic cell that has plasma membrane part CD207. A Langerhans cell is a stellate dendritic cell of myeloid origin, that appears clear on light microscopy and has a dark-staining, indented nucleus and characteristic inclusions (Birbeck granules) in the cytoplasm; Langerhans cells are found principally in the stratum spinosum of the epidermis, but they also occur in other stratified epithelia and have been identified in the lung, lymph nodes, spleen, and thymus."" [GO_REF:0000031, GOC:add, GOC:amm, ISBN:0721601464, ISBN:0781735149, PMCID:PMC2346585, PMID:17850486]"
CTP0000131	basal cell of epidermis	CL:0002187	standard	" ""A basally situated, mitotically active, columnar-shaped keratinocyte attached to the basement membrane."" [GOC:tfm, ISBN:0517223651]"
CTP0000132	keratinocyte	CL:0000312	standard	" ""An epidermal cell which synthesizes keratin and undergoes a characteristic change as it moves upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell."" [GOC:dsd, http://en.wikipedia.org/wiki/Keratinocyte, MESH:A11.436.397, MESH:D015603, PMID:15582983, PMID:15749908, PMID:19727116]"
CTP0000133	non-classical monocyte	CL:0000875	standard	" ""A type of monocyte characterized by low expression of CCR2, low responsiveness to monocyte chemoattractant CCL2/MCP1, low phagocytic activity, and decrease size relative to classical monocytes, but increased co-stimulatory activity. May also play a role in tissue repair."" [GO_REF:0000031, GOC:add, PMID:16322748, PMID:18303997, PMID:20628149, PMID:20870168]"
CTP0000134	leukocyte	CL:0000738	standard	" ""An achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [GOC:add, GOC:tfm, ISBN:978-0-323-05290-0]"
CTP0000135	alveolar macrophage	CL:0000583	standard	" ""A tissue-resident macrophage found in the alveoli of the lungs. Ingests small inhaled particles resulting in degradation and presentation of the antigen to immunocompetent cells. Markers include F4/80-positive, CD11b-/low, CD11c-positive, CD68-positive, sialoadhesin-positive, dectin-1-positive, MR-positive, CX3CR1-negative."" [GO_REF:0000031, GOC:ana, GOC:dsd, GOC:tfm, MESH:A11.329.372.600]"
CTP0000136	classical monocyte	CL:0000860	standard	" ""A monocyte that responds rapidly to microbial stimuli by secreting cytokines and antimicrobial factors and which is characterized by high expression of CCR2 in both rodents and humans, negative for the lineage markers CD3, CD19, and CD20, and of larger size than non-classical monocytes."" [GO_REF:0000031, GOC:add, PMID:16322748, PMID:18303997, PMID:20628149, PMID:20870168]"
CTP0000137	ciliated columnar cell of tracheobronchial tree	CL:0002145	standard	" ""A ciliated columnar cell found in the trachea and bronchus. Vary from low to tall columnar; possesses up to 300 cilia at its surface, interspersed with long irregular microvilli with the cilia varying in length from about 6um in the trachea to about 4um in the terminal bronchioles; driving force of the ciliary current in the bronchial tree."" [GOC:tfm, ISBN:0517223651]"
CTP0000138	immature T cell	CL:0002420	standard	" ""A T cell that has not completed T cell selection."" [GOC:tfm]"
CTP0000139	kidney cell	CL:1000497	standard	
CTP0000140	mesangial cell	CL:0000650	standard	" ""A cell type that encapsulates the capillaries and venules in the kidney. This cell secretes mesangial matrix that provides the structural support for the capillaries."" [GOC:tfm, http://www.copewithcytokines.de/cope.cgi?key=mesangial%20cells]"
CTP0000141	kidney collecting duct epithelial cell	CL:1000454	standard	" ""An epithelial cell that is part of the collecting duct of renal tubule."" [GOC:tfm]"
CTP0000142	kidney capillary endothelial cell	CL:1000892	standard	
CTP0000143	kidney loop of Henle ascending limb epithelial cell	CL:1001016	standard	
CTP0000144	DN1 thymic pro-T cell	CL:0000894	standard	" ""A pro-T cell that has the phenotype CD4-negative, CD8-negative, CD44-positive, and CD25-negative."" [GO_REF:0000031, GOC:add, GOC:tfm]"
CTP0000145	kidney proximal straight tubule epithelial cell	CL:1000839	standard	
CTP0000146	duct epithelial cell	CL:0000068	standard	" ""An epithelial cell that is part of a duct."" [https://orcid.org/0000-0001-5208-3432]"
CTP0000147	skeletal muscle satellite cell	CL:0000594	standard	" ""An elongated, spindle-shaped, cell that is located between the basal lamina and the plasmalemma of a muscle fiber. These cells are mostly quiescent, but upon activation they divide to produce cells that generate new muscle fibers."" [GOC:tfm, MESH:A11.635.500.700, PMID:21849021, PMID:23303905]"
CTP0000148	endothelial cell of hepatic sinusoid	CL:1000398	standard	" ""An endothelial cell that is part of the hepatic sinusoid. These cells possess flattened areas containing perforations about 0.1 micrometers in diameter, known as fenestrae. The fenestrae are arranged in groups known as sieve plates."" [GOC:tfm, PMID:3926620]"
CTP0000149	bladder urothelial cell	CL:1001428	standard	
CTP0000150	bladder cell	CL:1001319	standard	
CTP0000151	neuroendocrine cell	CL:0000165	standard	" ""An endocrine cell that has the specialized function to produce and secrete hormones in response to neuronal signals."" [MESH:A06.688]"
CTP0000152	mesenchymal cell	CL:0008019	standard	" ""A non-polarised cell precursor cell that is part of some mesenchyme, is associated with the cell matrix but is not connected to other cells and is capable of migration."" []"
CTP0000153	blood cell	CL:0000081	standard	" ""A cell found predominately in the blood."" [GOC:add, GOC:tfm]"
CTP0000154	cardiac muscle cell	CL:0000746	standard	" ""Cardiac muscle cells are striated muscle cells that are responsible for heart contraction. In mammals, the contractile fiber resembles those of skeletal muscle but are only one third as large in diameter, are richer in sarcoplasm, and contain centrally located instead of peripheral nuclei."" [GOC:mtg_cardiacconduct_nov11, GOC:tfm, ISBN:0323052908, PMID:22426062, PMID:4711263]"
CTP0000155	endocardial cell	CL:0002350	standard	" ""An endothelial cell that lines the intracavitary lumen of the heart, separating the circulating blood from the underlying myocardium. This cell type releases a number of vasoactive substances including prostacyclin, nitrous oxide and endothelin."" [GOC:tfm, ISSN:0452-3458]"
CTP0000156	luminal epithelial cell of mammary gland	CL:0002326	standard	" ""A mammary epithelial cell that occurs in the lumen of the ductal and alveoli structure in the breast."" [GOC:tfm, PMID:19022771]"
CTP0000157	microglial cell	CL:0000129	standard	" ""A central nervous system macrophage found in the parenchyma of the central nervous system. Marker include CD11b-positive, F4/80-positive, and CD68-positive."" [GOC:add, GOC:dsd, GOC:tfm, http://en.wikipedia.org/wiki/Microglia, ISBN:0721601464, MESH:D017628, PMID:11517395, PMID:12430718, PMID:14561199, PMID:14612429, PMID:16177057, PMID:19461673, PMID:2089275]"
CTP0000158	keratinocyte stem cell	CL:0002337	standard	" ""A stem cell located in the bulge of the hair follicle that can give rise to regenerate the new follicle with each hair cycle and to reepithelialize the epidermis during wound repair."" [PMID:15339667]"
CTP0000159	granulocyte monocyte progenitor cell	CL:0000557	standard	" ""A hematopoietic progenitor cell that is committed to the granulocyte and monocyte lineages. These cells are CD123-positive, and do not express Gata1 or Gata2 but do express C/EBPa, and Pu.1."" [GO_REF:0000031, GOC:amm, GOC:dsd, GOC:tfm, http://en.wikipedia.org/wiki/CFU-GM, http://www.copewithcytokines.de, ISBN:0721601464, MESH:D055014, PMCID:PMC2213186, PMCID:PMC548021, PMID:16551251, PMID:16647566]"
CTP0000160	skeletal muscle satellite stem cell	CL:0008011	standard	" ""A skeletal muscle satellite cell that divides by stem cell division.  A proportion of this population undergoes symmetric stem cell division, producing two skeletal muscle satellite stem cells. The rest undergo asymmetric stem cell division - retaining their identity while budding off a daughter cell that differentiates into an adult skeletal muscle myoblast."" [PMID:23303905]"
CTP0000161	astrocyte of the cerebral cortex	CL:0002605	standard	" ""An astrocyte of the cerebral cortex."" [GOC:tfm]"
CTP0000162	enteroendocrine cell	CL:0000164	standard	" ""An endocrine cell that is located in the epithelium of the gastrointestinal tract or in the pancreas."" [GOC:tfm, SANBI:mhl]"
CTP0000163	large intestine goblet cell	CL:1000320	standard	" ""A goblet cell that is part of the epithelium of large intestine."" [GOC:tfm]"
CTP0000164	epithelial cell of proximal tubule	CL:0002306	standard	" ""An epithelial cell of the proximal tubule of the kidney."" [GOC:tfm, ISBN:1-4160-2328-3]"
